,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.17,0.1,0.07,0.12,0.11,0.01,0.34,0.2,0.0,0.08,0.0,0.24,0.32,0.0
emeraldemu.csv,0.32,0.26,0.69,0.09,0.19,0.09,0.55,0.03,0.5,0.0,0.09,0.0,0.0,0.08
frogatto.csv,0.42,0.61,0.96,0.28,0.7,0.6,0.6,0.81,0.87,0.34,0.97,0.27,0.55,0.64
grafx2.csv,0.32,0.35,0.23,0.13,0.25,0.28,0.55,0.42,0.52,0.18,0.75,0.06,0.21,0.43
jahshakafx.csv,0.25,0.32,0.31,0.15,0.45,0.29,0.55,0.03,0.54,0.13,0.34,0.12,0.37,0.21
nassp.csv,0.19,0.14,0.0,0.11,0.13,0.08,0.11,0.23,0.15,0.11,0.06,0.15,0.26,0.06
netatalk.csv,0.37,0.63,0.91,0.43,0.61,0.7,0.87,0.34,0.85,0.37,0.53,0.21,0.34,0.67
open-beos.csv,0.38,0.41,0.43,0.13,0.53,0.26,0.28,0.96,0.54,0.71,0.41,0.12,0.79,0.44
psycle.csv,0.89,0.82,0.81,0.33,0.52,0.42,0.85,0.68,0.78,0.53,0.72,0.36,0.63,0.71
quantlib.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.36,0.0,1.0,0.0,0.97,0.0,0.0,0.31
reaper-ecad.csv,0.02,0.03,0.22,0.01,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sbml.csv,0.36,0.38,0.53,0.35,0.73,0.31,0.51,0.7,0.7,0.55,0.22,0.52,0.68,0.34
unimrcp.csv,0.37,0.46,0.53,0.29,0.35,0.27,0.79,0.3,0.65,0.08,0.28,0.33,0.18,0.6
unladen-swallow.csv,0.09,0.2,0.05,0.2,0.33,0.25,0.13,0.34,0.0,0.13,0.16,0.21,0.42,0.21
