,recall,precision,pf,pci_20,ifa,wins
bacula.csv,0.6599999999999999,0.45999999999999996,0.46499999999999997,0.48,3.5,4
decidr.csv,0.86,0.39,0.865,0.395,2.0,3
elmo.csv,0.20500000000000002,0.49,0.1,0.87,3.0,16
gpac.csv,0.47,0.42000000000000004,0.30500000000000005,0.5449999999999999,3.0,6
illumination.csv,0.22,0.185,0.12,0.51,10.0,0
img-browse-sort.csv,0.695,0.56,0.39,0.44,3.0,12
jajuk.csv,0.795,0.45999999999999996,0.555,0.37,2.0,5
ktc.csv,0.605,0.575,0.28,0.43,2.5,13
miranda.csv,0.265,0.485,0.15000000000000002,0.585,2.5,10
neoengine.csv,0.7849999999999999,0.49,0.615,0.42000000000000004,1.5,9
nicepress.csv,0.74,0.485,0.47,0.46499999999999997,2.0,11
omseek.csv,0.31,0.655,0.065,0.7,1.5,17
rosegarden.csv,0.66,0.515,0.375,0.505,1.5,15
smarttag.csv,0.54,0.47,0.33,0.475,2.5,8
sylpheed-claws.csv,0.935,0.38,0.905,0.385,3.5,2
vapor.csv,0.92,0.22999999999999998,0.755,0.37,7.5,1
zorannt.csv,0.48,0.42500000000000004,0.315,0.545,3.0,7
zscreen.csv,0.705,0.495,0.45,0.495,1.0,14
