,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.74,0.4,0.57,0.74,0.74,0.52,0.54,0.63,0.74,0.61,0.82,0.8,0.48,0.93,0.45,0.69,0.18,0.85
decidr.csv,0.55,0.8,0.78,0.87,0.78,0.8,0.85,1.0,0.81,1.0,0.71,0.93,0.99,0.93,0.94,0.92,0.82,0.97
elmo.csv,0.25,0.6,0.04,0.18,0.43,0.4,0.24,0.06,0.18,0.14,0.28,0.02,0.1,0.0,0.33,0.23,0.47,0.17
gpac.csv,0.6,0.4,0.46,0.18,0.57,0.4,0.37,0.81,0.13,0.33,0.78,0.62,0.96,0.86,0.48,0.15,0.35,0.86
illumination.csv,0.0,0.8,0.09,0.14,0.91,0.0,0.52,0.73,0.0,0.81,0.05,0.0,0.0,0.43,0.3,1.0,0.82,0.0
img-browse-sort.csv,0.76,0.6,0.63,0.71,0.87,0.6,0.67,0.67,0.7,0.72,0.69,0.77,0.56,0.71,0.52,0.85,0.65,0.76
jajuk.csv,0.9,0.6,0.81,0.78,0.87,0.76,0.63,0.86,0.76,0.61,0.95,0.86,0.91,1.0,0.73,0.62,0.76,0.9
ktc.csv,0.76,0.4,0.67,0.69,0.65,0.6,0.15,0.62,0.61,0.36,0.51,0.52,0.49,0.43,0.67,0.92,0.35,0.69
miranda.csv,0.57,0.0,0.71,0.08,0.09,0.0,0.2,1.0,0.24,0.61,0.31,0.12,1.0,0.07,0.82,0.0,0.29,0.76
neoengine.csv,0.55,1.0,0.67,0.74,0.74,0.92,0.57,0.94,0.45,0.69,0.83,1.0,0.87,0.71,0.91,0.92,0.65,0.96
nicepress.csv,0.57,1.0,0.89,0.72,0.7,0.48,0.41,0.93,0.72,0.78,0.76,0.89,0.96,0.36,0.36,0.85,0.35,0.91
omseek.csv,0.4,0.0,0.12,0.46,0.35,0.44,0.02,0.37,0.33,0.06,0.25,0.04,0.15,0.29,0.67,0.54,0.24,0.34
rosegarden.csv,0.8,0.4,0.94,0.7,0.65,0.68,0.17,0.53,0.72,0.44,0.67,0.62,0.32,0.21,0.79,0.92,0.06,0.83
smarttag.csv,0.63,0.4,0.9,0.55,0.7,0.44,0.59,0.27,0.48,0.53,0.4,0.32,0.33,0.64,0.58,0.62,0.53,0.59
sylpheed-claws.csv,0.94,1.0,0.85,1.0,1.0,1.0,0.89,0.65,0.88,1.0,0.9,0.77,0.71,0.93,1.0,0.92,1.0,0.99
vapor.csv,0.0,1.0,0.84,0.87,1.0,0.56,1.0,0.91,0.0,1.0,0.93,0.0,0.0,1.0,0.94,1.0,1.0,0.0
zorannt.csv,0.46,0.8,0.17,0.5,0.78,0.6,0.7,0.18,0.2,0.22,0.36,0.7,0.62,0.36,0.45,0.46,0.76,0.6
zscreen.csv,0.84,0.2,0.55,0.86,0.52,0.8,0.78,0.2,0.7,0.72,0.75,0.09,0.17,0.43,0.79,0.69,0.71,0.94
