,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.58,0.73,0.53,0.59,0.52,0.68,0.49,0.57,0.56,0.64,0.86,0.73,0.61,0.98,0.61,0.44,0.88,0.75
decidr.csv,0.67,0.56,0.57,0.85,0.7,0.88,0.94,0.98,0.89,0.99,0.36,0.9,0.89,0.87,0.75,1.0,0.83,0.96
elmo.csv,0.75,0.5,0.96,0.82,0.57,0.68,0.79,0.94,0.82,0.87,0.73,0.98,0.9,1.0,0.68,0.8,0.6,0.84
gpac.csv,0.55,0.66,0.6,0.83,0.48,0.71,0.67,0.74,0.89,0.75,0.95,0.47,0.83,0.91,0.55,0.86,0.78,0.91
illumination.csv,1.0,0.96,0.91,0.86,0.91,1.0,0.91,0.75,1.0,0.74,0.95,1.0,1.0,0.79,0.84,0.95,0.23,1.0
img-browse-sort.csv,0.4,0.6,0.49,0.41,0.41,0.6,0.36,0.58,0.49,0.43,0.6,0.54,0.51,0.7,0.56,0.26,0.68,0.69
jajuk.csv,0.64,0.59,0.67,0.28,0.57,0.61,0.55,0.69,0.51,0.49,0.95,0.88,0.67,0.95,0.58,0.61,0.6,0.77
ktc.csv,0.34,0.66,0.42,0.38,0.46,0.54,0.85,0.58,0.43,0.66,0.56,0.66,0.55,0.69,0.48,0.71,0.74,0.49
miranda.csv,0.59,1.0,0.49,0.92,0.91,1.0,0.81,1.0,0.78,0.53,0.7,0.88,1.0,0.93,0.64,1.0,0.75,0.51
neoengine.csv,0.51,0.97,0.44,0.45,0.54,0.86,0.53,0.88,0.62,0.59,0.65,0.94,0.63,0.66,0.71,0.66,0.8,0.88
nicepress.csv,0.55,0.58,0.77,0.68,0.45,0.6,0.66,0.92,0.43,0.32,0.55,0.9,0.9,0.78,0.67,0.68,0.7,0.81
omseek.csv,0.6,1.0,0.88,0.55,0.65,0.59,0.98,0.64,0.67,0.95,0.77,0.97,0.85,0.79,0.39,0.72,0.77,0.67
rosegarden.csv,0.4,0.72,0.85,0.45,0.52,0.65,0.83,0.61,0.37,0.6,0.83,0.52,0.7,0.79,0.57,0.69,0.95,0.57
smarttag.csv,0.57,0.69,0.87,0.52,0.58,0.69,0.58,0.74,0.57,0.53,0.65,0.73,0.7,0.46,0.59,0.53,0.7,0.52
sylpheed-claws.csv,0.81,0.99,0.73,0.91,0.9,0.99,1.01,0.65,0.85,1.0,0.78,0.54,0.44,0.9,0.99,0.98,0.95,0.96
vapor.csv,1.0,1.0,0.48,0.64,1.0,0.51,0.96,0.78,1.0,1.0,0.74,1.0,1.0,1.0,0.79,1.0,0.97,1.0
zorannt.csv,0.66,0.63,0.83,0.52,0.33,0.71,0.77,0.83,0.81,0.8,0.67,0.63,0.51,0.7,0.66,0.59,0.6,0.74
zscreen.csv,0.51,0.8,0.5,0.77,0.59,0.53,0.29,0.8,0.42,0.68,0.68,0.91,0.83,0.72,0.51,0.85,0.74,0.85
