,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.8,0.53,0.57,0.61,0.41,0.45,0.46,0.45,0.42,0.51,0.43,0.69,0.68
bscwweasel.csv,0.97,0.88,0.94,0.95,0.48,0.8,0.93,0.5,0.67,0.97,0.0,0.98,0.96
capcode.csv,0.0,0.97,0.68,0.83,0.0,0.92,0.97,0.97,0.68,0.98,0.62,0.99,0.78
emite.csv,0.64,0.42,0.74,0.95,0.84,0.63,0.75,0.67,0.8,0.78,0.55,0.68,0.95
geogebra.csv,0.88,0.69,0.52,0.5,0.4,0.44,0.89,0.39,0.46,0.5,0.47,0.76,0.47
hibernate.csv,0.97,0.97,0.61,0.66,0.43,0.52,0.96,0.73,0.67,0.73,0.83,0.55,0.71
lamp.csv,0.5,0.93,0.94,0.9,0.83,0.83,0.93,0.5,0.9,0.98,0.5,0.98,0.92
nodal.csv,0.8,0.81,0.93,0.72,0.65,0.48,0.67,0.79,0.76,0.72,0.73,0.77,0.98
retromenu.csv,0.51,0.59,0.69,0.94,0.58,0.55,0.87,0.93,0.56,0.85,0.67,0.52,0.83
smbopensoft.csv,0.44,0.6,0.59,0.76,0.45,0.62,0.57,0.68,0.94,0.63,0.9,0.5,0.63
stuproa-cims.csv,0.28,0.88,0.65,0.61,0.36,0.41,0.61,0.78,0.35,0.59,0.59,0.47,0.49
thout.csv,0.83,0.78,0.78,0.56,0.4,0.43,0.58,0.5,0.53,0.53,0.5,0.66,0.77
uface.csv,0.27,0.4,0.45,0.45,0.34,0.39,0.38,0.36,0.3,0.39,0.34,0.38,0.37
