,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.04,0.57,0.65,0.57,0.65,0.49,0.98,0.43,0.57,0.51,0.48,0.45,0.4
bscwweasel.csv,0.25,0.17,0.27,1.0,0.65,0.1,0.12,0.02,0.0,0.13,0.0,0.26,0.19
capcode.csv,0.0,0.25,0.52,0.48,0.0,1.0,0.25,0.34,0.39,0.16,0.48,0.23,0.31
emite.csv,0.36,0.34,0.27,0.18,0.28,0.1,0.36,0.27,0.16,0.28,0.97,0.39,0.16
geogebra.csv,0.05,0.33,0.38,0.3,0.34,0.4,0.07,0.26,0.54,0.42,0.43,0.94,0.45
hibernate.csv,0.3,0.25,0.53,0.63,0.58,0.36,0.2,0.44,0.3,0.95,0.04,0.58,0.38
lamp.csv,0.01,1.0,0.19,0.24,0.23,0.2,0.13,0.05,0.3,0.15,0.04,0.35,0.12
nodal.csv,0.05,0.58,0.31,0.43,0.48,0.28,0.44,0.28,0.93,0.44,0.5,0.4,0.12
retromenu.csv,0.56,0.24,0.39,0.35,0.92,0.29,0.31,0.24,0.39,0.29,0.07,0.62,0.07
smbopensoft.csv,0.95,0.53,0.47,0.29,0.65,0.29,0.38,0.29,0.48,0.38,0.19,0.59,0.35
stuproa-cims.csv,0.05,0.41,0.49,0.56,0.57,0.55,0.41,0.98,0.55,0.5,0.45,0.61,0.52
thout.csv,0.06,0.39,0.92,0.48,0.53,0.4,0.55,0.56,0.62,0.47,0.56,0.49,0.28
uface.csv,0.0,0.0,0.3,0.71,0.49,0.5,0.21,0.56,0.42,0.61,0.66,0.43,0.99
