,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.6,0.13,0.37,0.14,0.44,0.12,0.99,0.21,0.29,0.28,0.43,0.23,0.56
bscwweasel.csv,0.57,0.25,0.62,1.0,0.57,0.2,0.79,0.5,0.0,0.53,0.0,0.44,0.74
capcode.csv,0.0,0.08,0.4,0.17,0.0,1.0,0.74,0.5,0.32,0.47,0.54,0.16,0.78
emite.csv,0.4,0.08,0.23,0.15,0.26,0.04,0.65,0.2,0.6,0.26,0.97,0.28,0.64
geogebra.csv,0.5,0.08,0.22,0.1,0.27,0.12,0.78,0.26,0.26,0.28,0.38,0.98,0.67
hibernate.csv,0.86,0.09,0.22,0.15,0.35,0.12,0.78,0.33,0.25,0.99,0.17,0.26,0.88
lamp.csv,0.5,0.93,0.39,0.4,0.67,0.33,0.86,1.0,0.6,0.47,0.5,0.55,0.92
nodal.csv,0.8,0.15,0.44,0.14,0.53,0.1,0.68,0.21,1.0,0.38,0.5,0.35,0.27
retromenu.csv,0.73,0.06,0.47,0.35,1.0,0.14,0.74,0.79,0.32,0.48,0.67,0.38,1.0
smbopensoft.csv,0.98,0.15,0.33,0.15,0.42,0.12,0.72,0.25,0.59,0.38,0.5,0.36,0.77
stuproa-cims.csv,0.48,0.19,0.2,0.15,0.36,0.15,0.69,1.0,0.27,0.37,0.38,0.25,0.66
thout.csv,0.83,0.08,0.98,0.11,0.33,0.13,0.74,0.27,0.33,0.27,0.44,0.21,0.47
uface.csv,0.49,0.1,0.23,0.17,0.36,0.16,0.75,0.28,0.26,0.31,0.51,0.24,0.99
