,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.02,0.42,0.32,0.51,0.4,0.69,0.03,0.61,0.54,0.78,0.82,0.4,0.65
bscwweasel.csv,0.16,0.05,0.04,0.0,0.22,0.06,0.08,0.01,0.05,0.04,0.02,0.08,0.11
capcode.csv,0.0,0.26,0.22,0.31,0.02,0.0,0.21,0.11,0.27,0.06,0.3,0.3,0.15
emite.csv,0.47,0.89,0.22,0.12,0.31,0.37,0.49,0.35,0.03,0.28,0.02,0.26,0.15
geogebra.csv,0.04,0.35,0.88,0.91,0.89,0.85,0.05,0.93,0.67,0.86,0.82,0.01,0.85
hibernate.csv,0.04,0.23,0.6,0.61,0.53,0.41,0.13,0.3,0.29,0.0,0.12,0.5,0.09
lamp.csv,0.01,0.01,0.07,0.04,0.04,0.06,0.05,0.0,0.06,0.06,0.02,0.07,0.02
nodal.csv,0.01,0.36,0.1,0.35,0.18,0.37,0.59,0.32,0.0,0.26,0.38,0.19,0.56
retromenu.csv,0.19,0.36,0.12,0.08,0.0,0.27,0.26,0.02,0.27,0.11,0.02,0.28,0.0
smbopensoft.csv,0.02,0.31,0.27,0.2,0.42,0.3,0.38,0.29,0.11,0.22,0.12,0.29,0.19
stuproa-cims.csv,0.99,0.16,0.66,0.42,0.78,0.55,0.49,0.0,0.7,0.33,0.57,0.64,0.76
thout.csv,0.01,0.46,0.01,0.76,0.78,0.86,0.64,0.63,0.48,0.81,0.68,0.51,0.59
uface.csv,1.0,1.0,0.92,0.61,0.84,0.82,0.95,0.72,0.86,0.68,0.57,0.87,0.02
