,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.68,0.07,0.6,0.48,0.39,0.41,0.43,0.47,0.22,0.22,0.95,0.16,0.45,0.82
awemud.csv,1.0,0.84,0.73,0.71,0.55,0.67,0.62,0.38,0.76,0.5,0.5,0.63,0.46,0.82
buddata-ebxml-registry.csv,0.96,0.89,1.0,0.94,0.95,0.99,0.98,0.94,0.98,1.0,1.0,0.89,1.0,1.0
cornerstone.csv,0.72,0.98,0.47,0.62,0.75,0.58,0.8,0.5,0.94,0.83,0.66,0.63,0.46,0.95
firebreath.csv,0.59,0.96,0.0,0.57,0.69,0.54,0.93,0.66,0.76,0.78,0.5,0.63,0.46,0.91
lsb.csv,0.79,0.98,0.67,0.67,0.8,0.62,0.52,0.41,0.88,0.78,0.63,0.89,0.79,0.95
maya-work-in-progress.csv,0.6,0.31,0.67,0.68,0.66,0.57,0.63,0.97,0.73,0.56,0.58,0.63,0.61,1.0
mia.csv,0.06,0.91,0.0,0.56,0.22,0.07,0.02,0.5,0.73,0.89,0.08,0.63,0.51,0.82
open-beos.csv,0.47,0.53,0.47,0.5,0.73,0.96,0.45,0.28,0.76,0.56,0.18,0.89,0.7,0.77
qgis.csv,0.69,0.49,0.33,1.0,0.48,0.43,0.35,0.5,0.43,0.67,0.26,0.74,0.49,0.36
rocrail.csv,0.17,0.0,0.0,0.17,0.05,0.09,0.12,0.06,0.16,0.11,0.05,0.11,0.03,0.95
rtb-team.csv,0.4,0.02,0.93,0.42,0.42,0.32,0.28,0.31,0.61,0.56,0.34,0.42,0.52,0.82
tradelink.csv,0.27,0.09,0.0,0.24,0.06,0.12,0.05,0.0,0.06,0.06,0.03,1.0,0.01,0.45
upp-mirror.csv,0.41,0.49,0.47,0.51,0.98,0.59,0.6,0.59,0.12,0.67,0.58,0.16,0.19,0.77
