,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.43,0.01,0.38,0.47,0.32,0.33,0.41,0.28,0.32,0.2,0.0,0.26,0.75,0.51
awemud.csv,0.03,0.64,0.49,0.58,0.51,0.5,0.35,0.28,0.57,0.46,0.31,0.49,0.25,0.35
buddata-ebxml-registry.csv,0.97,0.63,1.0,0.95,0.98,0.98,0.97,1.0,0.98,0.98,1.0,1.0,0.0,0.98
cornerstone.csv,0.5,0.77,0.24,0.49,0.54,0.27,0.51,0.11,0.02,0.56,0.54,0.55,0.0,0.5
firebreath.csv,0.4,0.85,0.19,0.66,0.61,0.55,0.0,0.79,0.81,0.57,0.66,0.71,0.5,0.74
lsb.csv,0.47,0.01,0.62,0.41,0.68,0.39,0.45,0.17,0.85,0.58,0.43,0.87,0.75,0.62
maya-work-in-progress.csv,0.4,0.48,0.32,0.49,0.59,0.36,0.42,0.0,0.57,0.63,0.29,0.57,0.5,0.6
mia.csv,0.03,0.69,0.0,0.7,0.15,0.06,0.0,0.6,0.68,0.0,0.2,0.68,0.75,0.78
open-beos.csv,0.43,0.39,0.03,0.24,0.49,0.0,0.35,0.21,0.7,0.44,0.17,0.58,0.75,0.52
qgis.csv,0.47,0.4,0.27,0.01,0.49,0.29,0.23,0.09,0.28,0.74,0.31,0.38,0.25,0.38
rocrail.csv,0.0,0.0,0.03,0.06,0.07,0.09,0.03,0.0,0.09,0.04,0.03,0.0,0.0,0.0
rtb-team.csv,0.2,0.02,0.0,0.17,0.39,0.19,0.22,0.02,0.51,0.47,0.2,0.23,0.75,0.28
tradelink.csv,0.0,0.12,0.0,0.08,0.07,0.03,0.03,0.0,0.06,0.03,0.0,0.0,0.0,0.1
upp-mirror.csv,0.27,0.56,0.68,0.22,0.02,0.44,0.61,0.34,0.09,0.47,0.54,0.17,0.0,0.46
