,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.44,0.98,0.11,0.24,0.28,0.36,0.12
libtorrent.csv,0.8,0.59,0.1,0.39,0.82,0.99,0.33
mcmc-jags.csv,0.74,0.44,0.1,1.0,0.65,0.7,0.19
nebuladevice.csv,0.21,0.22,0.06,0.11,0.23,0.29,0.97
olap-navigator.csv,1.0,0.41,0.21,0.55,0.5,0.55,0.27
pidgin.csv,0.7,0.5,0.11,0.38,0.99,0.81,0.29
sepgsql.csv,0.12,0.0,0.96,0.12,0.22,0.0,0.0
