,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.95,0.62,0.55,0.5,0.97,0.92,0.5
libtorrent.csv,0.43,0.42,0.39,0.47,0.38,0.37,0.34
mcmc-jags.csv,0.4,0.46,0.49,0.8,0.51,0.42,0.44
nebuladevice.csv,0.93,0.8,0.98,0.67,0.96,0.95,0.93
olap-navigator.csv,0.52,0.56,0.98,0.79,0.63,0.61,0.62
pidgin.csv,0.42,0.43,0.35,0.59,0.39,0.38,0.37
sepgsql.csv,0.8,0.8,0.96,0.0,0.96,0.0,0.0
