,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.4,0.93,0.83,0.71,0.66,0.23,0.74,0.17,0.35
barracudamvc.csv,0.36,0.75,0.92,0.61,0.33,0.15,0.55,0.16,0.37
ingex.csv,0.46,0.7,0.82,0.76,0.43,0.2,0.72,0.26,0.6
jgnash.csv,0.45,0.73,0.81,0.64,0.49,0.34,0.82,0.24,0.4
jsr308-langtools.csv,0.45,0.73,0.86,0.63,0.34,0.19,0.97,0.23,0.69
owlapi.csv,0.35,0.75,0.96,0.69,0.3,0.19,0.7,0.39,0.44
owlib.csv,0.6,0.86,0.83,0.79,0.57,0.25,0.88,0.25,0.37
sidekar.csv,0.0,0.0,0.78,0.86,0.34,0.0,0.0,0.0,0.0
springside.csv,0.37,0.82,0.85,0.79,0.64,0.17,0.74,0.22,0.35
