,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.57,0.83,0.87,0.75,0.49,0.36,0.82,0.28,0.51
barracudamvc.csv,0.49,0.84,0.83,0.73,0.49,0.26,0.63,0.27,0.53
ingex.csv,0.47,0.73,0.71,0.76,0.54,0.31,0.83,0.34,0.56
jgnash.csv,0.49,0.57,0.59,0.68,0.61,0.45,0.79,0.33,0.5
jsr308-langtools.csv,0.49,0.51,0.91,0.77,0.51,0.31,0.95,0.32,0.43
owlapi.csv,0.29,0.86,0.34,0.57,0.41,0.29,0.7,0.51,0.54
owlib.csv,0.66,0.65,0.76,0.64,0.49,0.38,0.78,0.35,0.51
sidekar.csv,0.0,0.0,0.12,0.82,0.51,0.0,0.0,0.0,0.0
springside.csv,0.49,0.86,0.8,0.64,0.71,0.26,0.57,0.34,0.5
