,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,1.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,3.0,34.0,0.0,4.0,0.0,0.0
biopax.csv,1.0,10.0,33.0,3.0,23.0,0.0,19.0,24.0,0.0,33.0,7.0,2.0,0.0,0.0
gnupdate.csv,0.0,0.0,18.0,0.0,5.0,0.0,0.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0
les-indemodables.csv,1.0,1.0,0.0,2.0,4.0,0.0,1.0,3.0,1.0,6.0,1.0,0.0,1.0,0.0
openxava.csv,0.0,7.0,0.0,2.0,10.0,0.0,0.0,8.0,3.0,10.0,0.0,0.0,0.0,0.0
ppcboot.csv,1.0,1.0,5.0,1.0,19.0,0.0,0.0,9.0,4.0,29.0,0.0,3.0,0.0,0.0
repositorium.csv,7.0,10.0,3.0,1.0,115.0,0.0,1.0,0.0,0.0,59.0,0.0,5.0,0.0,1.0
rsyslog.csv,0.0,0.0,2.0,1.0,42.0,0.0,0.0,10.0,2.0,4.0,2.0,7.0,0.0,1.0
simplewebservices.csv,5.0,7.0,17.0,1.0,42.0,0.0,1.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0
ultimairis.csv,3.0,6.0,33.0,1.0,30.0,0.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,2.0
vars-redux.csv,1.0,6.0,1.0,0.0,16.0,3.0,15.0,0.0,0.0,4.0,3.0,7.0,1.0,0.0
wow-qrsk.csv,1.0,7.0,31.0,2.0,0.0,0.0,2.0,96.0,0.0,20.0,7.0,3.0,0.0,1.0
wxstudio.csv,11.0,6.0,0.0,7.0,46.0,0.0,1.0,14.0,0.0,119.0,0.0,13.0,4.0,1.0
xqilla.csv,49.0,143.0,147.0,115.0,938.0,236.0,105.0,96.0,150.0,0.0,85.0,101.0,240.0,90.0
