,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.75,0.76,0.39,0.39,0.63,0.62,0.95,0.83,0.96,0.84,0.91,0.52,0.56,0.68
biopax.csv,0.57,0.54,0.48,0.38,0.46,0.63,0.44,0.38,0.44,0.36,0.44,0.44,0.37,0.51
gnupdate.csv,0.64,0.52,0.58,0.45,0.7,0.97,0.95,0.75,0.94,0.83,0.91,0.55,0.52,0.92
les-indemodables.csv,0.5,0.96,0.41,0.5,0.63,0.65,0.93,0.93,0.71,0.57,0.48,0.61,0.71,0.83
openxava.csv,0.75,0.4,0.94,0.68,0.72,0.95,0.67,0.5,0.92,0.43,0.67,0.69,0.52,0.79
ppcboot.csv,0.64,0.57,0.52,0.56,0.53,0.75,0.78,0.93,0.64,0.6,0.66,0.61,0.49,0.57
repositorium.csv,0.61,0.5,0.4,0.7,0.52,0.55,0.54,0.89,0.95,0.39,0.64,0.95,0.34,0.53
rsyslog.csv,0.56,0.57,0.55,0.38,0.46,0.54,0.52,0.44,0.44,0.35,0.55,0.48,0.49,0.64
simplewebservices.csv,0.6,0.61,0.66,0.62,0.48,0.69,0.79,0.44,0.44,0.58,0.57,0.68,0.57,0.91
ultimairis.csv,0.52,0.38,0.54,0.42,0.46,0.74,0.59,0.8,0.77,0.42,0.62,0.57,0.43,0.46
vars-redux.csv,0.6,0.71,0.46,0.51,0.64,0.94,0.62,0.5,0.67,0.88,0.88,0.92,0.74,0.94
wow-qrsk.csv,0.56,0.49,0.61,0.75,0.84,0.69,0.76,0.0,0.95,0.48,0.91,0.89,0.55,0.66
wxstudio.csv,0.76,0.53,0.43,0.53,0.7,0.57,0.73,0.59,0.85,0.53,0.61,0.96,0.61,0.76
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0
