,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.25,0.41,0.91,0.96,0.0,0.12,0.59
elvishrayrenderer.csv,0.35,0.54,0.93,0.49,0.08,0.25,1.0
graphmak.csv,0.96,0.83,1.0,0.4,0.08,0.11,0.78
hazelcast.csv,0.37,0.51,1.0,0.51,0.07,0.2,0.69
jrdf.csv,0.5,0.6,0.96,0.46,0.0,1.0,0.67
pdfedit.csv,0.38,1.0,0.96,0.55,0.08,0.14,0.78
tart.csv,0.0,0.0,0.0,0.31,1.0,0.0,0.0
