,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.94,0.94,0.74,0.57,0.83,0.69,0.94
elvishrayrenderer.csv,0.39,0.42,0.49,0.69,0.57,0.41,0.44
graphmak.csv,0.57,0.83,0.82,0.8,0.58,0.89,0.89
hazelcast.csv,0.38,0.35,0.35,0.35,0.33,0.32,0.31
jrdf.csv,0.54,0.75,0.46,0.85,0.94,0.85,0.67
pdfedit.csv,0.53,0.52,0.6,0.91,0.52,0.82,0.43
tart.csv,0.0,0.0,0.0,0.94,0.75,0.5,0.0
