,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.26,0.23,0.2,0.04,0.33,0.39,0.39
elvishrayrenderer.csv,0.72,0.6,0.3,0.44,0.55,0.64,0.0
graphmak.csv,0.02,0.02,0.0,0.07,0.27,0.14,0.11
hazelcast.csv,0.93,0.81,0.0,0.78,0.75,0.93,0.61
jrdf.csv,0.28,0.19,0.1,0.16,0.2,0.0,0.28
pdfedit.csv,0.46,0.0,0.1,0.11,0.52,0.32,0.28
tart.csv,0.02,0.0,0.0,0.24,0.0,0.03,0.0
