,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,1.0,0.59,0.72,0.17,0.85,0.5,0.61,0.5,0.32,0.33,0.63,0.8
codesmith.csv,0.34,0.44,0.53,0.24,0.75,0.61,0.58,0.44,0.37,0.39,0.47,1.0
icescrum.csv,0.52,0.58,0.53,0.34,0.79,0.49,0.66,0.59,0.35,0.0,1.0,0.75
ingex.csv,0.26,0.75,0.44,0.27,0.8,0.4,0.57,1.0,0.32,0.33,0.4,0.81
jrefactory.csv,0.24,0.35,1.0,0.18,0.58,0.56,0.54,0.46,0.14,0.31,0.4,0.58
jsecurity.csv,0.38,0.56,0.6,0.97,0.59,0.8,0.51,0.54,0.6,0.27,0.67,0.86
libopenmetaverse.csv,0.27,0.33,0.58,0.19,0.59,1.0,0.51,0.47,0.28,0.24,0.43,0.75
lite.csv,0.38,0.68,0.62,0.44,0.82,0.5,0.71,0.43,1.0,0.4,0.45,0.44
mobicents.csv,0.34,0.3,0.55,0.2,0.74,0.5,1.0,0.44,0.35,0.19,0.5,0.7
opendvr.csv,0.27,0.39,0.46,0.16,0.62,0.47,0.51,0.36,0.22,1.0,0.42,0.63
openefm.csv,0.43,1.0,0.51,0.24,0.83,0.5,0.66,0.42,0.6,0.33,0.45,0.74
sidekar.csv,0.3,0.37,0.51,0.25,1.0,0.52,0.56,0.41,0.3,0.28,0.47,0.45
