,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.98,0.53,0.47,0.26,0.51,0.44,0.47,0.47,0.47,0.3,0.63,0.12
codesmith.csv,0.45,0.47,0.5,0.35,0.75,0.47,0.62,0.56,0.52,0.4,0.41,0.99
icescrum.csv,0.6,0.51,0.44,0.37,0.6,0.48,0.56,0.43,0.42,0.0,1.0,0.24
ingex.csv,0.19,0.16,0.13,0.12,0.3,0.24,0.38,1.0,0.35,0.14,0.17,0.48
jrefactory.csv,0.3,0.44,0.99,0.27,0.6,0.46,0.51,0.53,0.17,0.26,0.49,0.38
jsecurity.csv,0.26,0.24,0.34,0.96,0.25,0.35,0.3,0.33,0.3,0.18,0.18,0.44
libopenmetaverse.csv,0.38,0.43,0.65,0.28,0.59,0.97,0.59,0.56,0.39,0.32,0.48,0.69
lite.csv,0.23,0.5,0.42,0.34,0.35,0.33,0.36,0.17,0.97,0.15,0.54,0.11
mobicents.csv,0.4,0.34,0.51,0.29,0.68,0.4,0.99,0.5,0.42,0.16,0.39,0.51
opendvr.csv,0.4,0.49,0.41,0.25,0.65,0.58,0.58,0.44,0.31,0.93,0.54,0.67
openefm.csv,0.39,0.97,0.44,0.25,0.59,0.5,0.47,0.33,0.6,0.19,0.54,0.63
sidekar.csv,0.43,0.38,0.49,0.38,0.98,0.64,0.63,0.49,0.37,0.33,0.57,0.31
