,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.03,0.54,0.67,0.77,0.65,0.73,0.67,0.61,0.73,0.76,0.43,0.94
codesmith.csv,0.6,0.59,0.77,0.59,0.49,0.66,0.6,0.61,0.55,0.65,0.68,0.02
icescrum.csv,0.37,0.57,0.77,0.62,0.56,0.74,0.58,0.67,0.59,1.0,0.0,0.86
ingex.csv,0.86,0.91,0.93,0.92,0.82,0.87,0.75,0.0,0.68,0.91,0.9,0.67
jrefactory.csv,0.77,0.67,0.02,0.73,0.85,0.69,0.68,0.57,0.91,0.8,0.67,0.81
jsecurity.csv,0.81,0.85,0.79,0.05,0.86,0.78,0.82,0.77,0.8,0.88,0.9,0.71
libopenmetaverse.csv,0.77,0.72,0.78,0.72,0.8,0.06,0.75,0.55,0.72,0.8,0.62,0.55
lite.csv,0.84,0.61,0.73,0.72,0.79,0.79,0.76,0.9,0.07,0.91,0.59,0.95
mobicents.csv,0.63,0.76,0.75,0.69,0.53,0.75,0.01,0.6,0.59,0.9,0.71,0.68
opendvr.csv,0.79,0.61,0.85,0.8,0.76,0.94,0.75,0.72,0.83,0.14,0.65,0.82
openefm.csv,0.66,0.06,0.79,0.77,0.57,0.72,0.67,0.76,0.43,0.87,0.59,0.57
sidekar.csv,0.71,0.69,0.8,0.6,0.03,0.82,0.66,0.64,0.66,0.73,0.57,0.93
