,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.97,0.48,0.35,0.54,0.36,0.39,0.38,0.45,0.93,0.27,0.63,0.06
codesmith.csv,0.7,0.52,0.47,0.62,0.75,0.39,0.66,0.76,0.87,0.41,0.37,0.98
icescrum.csv,0.73,0.45,0.37,0.41,0.48,0.47,0.48,0.34,0.53,0.0,1.0,0.14
ingex.csv,0.15,0.09,0.08,0.08,0.19,0.17,0.28,1.0,0.4,0.09,0.11,0.34
jrefactory.csv,0.41,0.58,0.98,0.56,0.62,0.39,0.49,0.62,0.2,0.23,0.63,0.28
jsecurity.csv,0.2,0.15,0.24,0.95,0.16,0.22,0.21,0.24,0.2,0.14,0.11,0.3
libopenmetaverse.csv,0.68,0.61,0.75,0.56,0.59,0.94,0.68,0.69,0.67,0.45,0.53,0.64
lite.csv,0.17,0.39,0.31,0.28,0.22,0.25,0.25,0.1,0.93,0.09,0.68,0.06
mobicents.csv,0.48,0.39,0.47,0.56,0.62,0.33,0.99,0.59,0.53,0.14,0.32,0.41
opendvr.csv,0.74,0.67,0.37,0.54,0.67,0.78,0.68,0.55,0.53,0.86,0.74,0.7
openefm.csv,0.36,0.94,0.39,0.26,0.45,0.5,0.36,0.28,0.6,0.14,0.68,0.55
sidekar.csv,0.77,0.39,0.47,0.79,0.97,0.83,0.72,0.62,0.47,0.41,0.74,0.23
