,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.7,0.59,0.56,0.65,0.59,0.57,0.55,0.62,0.39,0.61,0.47,0.8
codesmith.csv,0.43,0.54,0.51,0.44,0.47,0.7,0.43,0.36,0.31,0.61,0.67,0.44
icescrum.csv,0.51,0.58,0.47,0.62,0.59,0.43,0.5,0.71,0.43,0.67,0.58,0.92
ingex.csv,0.97,0.75,0.89,0.91,0.93,0.93,0.98,0.59,0.68,0.83,0.8,0.96
jrefactory.csv,0.59,0.52,0.56,0.6,0.52,0.6,0.58,0.44,0.71,0.75,0.4,0.65
jsecurity.csv,0.97,0.89,0.7,0.84,0.94,0.9,0.97,0.92,0.8,0.91,0.67,0.86
libopenmetaverse.csv,0.44,0.52,0.44,0.67,0.59,0.56,0.47,0.42,0.5,0.61,0.52,0.49
lite.csv,0.97,0.74,0.54,0.96,0.71,0.56,0.77,0.86,0.64,0.8,0.34,0.89
mobicents.csv,0.53,0.55,0.39,0.59,0.63,0.58,0.52,0.44,0.65,0.69,0.67,0.59
opendvr.csv,0.41,0.54,0.54,0.64,0.59,0.4,0.49,0.57,0.47,0.89,0.39,0.44
openefm.csv,0.73,0.65,0.44,0.79,0.63,0.47,0.63,0.89,0.6,0.89,0.41,0.55
sidekar.csv,0.38,0.51,0.45,0.46,0.5,0.38,0.38,0.39,0.57,0.53,0.37,0.64
