,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.64,0.37,0.25,0.13,0.2,0.22,0.81,0.45,1.0,0.0,0.67,0.79,0.64,0.49,0.23,0.73,0.22,0.53,0.25
all-plasm.csv,0.51,0.04,0.19,0.11,0.01,0.09,0.33,0.64,0.83,0.33,0.71,0.33,0.53,0.22,0.67,0.27,0.4,0.04,0.38
awemud.csv,0.65,0.51,0.31,0.2,0.46,0.1,0.75,0.64,0.33,0.5,0.29,0.12,0.49,0.29,0.37,0.54,0.45,0.24,0.08
buddata-ebxml-registry.csv,0.96,1.0,0.94,0.98,1.0,0.99,0.96,0.91,0.83,1.0,0.95,0.97,1.0,0.98,1.0,1.0,0.91,0.86,0.96
bullet.csv,0.69,0.65,0.56,0.71,0.3,0.75,0.56,0.36,0.17,1.0,0.48,0.42,0.62,0.44,0.8,0.19,0.34,0.57,0.71
dvd-create.csv,0.54,0.82,0.5,0.58,0.81,0.6,0.94,0.73,1.0,1.0,0.52,0.76,0.57,0.49,0.9,0.81,0.43,0.67,0.71
gbif-indexingtoolkit.csv,0.62,0.34,0.38,0.87,0.43,0.12,0.48,0.55,0.33,0.33,0.81,0.69,0.3,0.29,0.43,0.5,0.21,0.57,0.0
go.csv,0.91,0.73,0.69,0.4,0.66,0.42,0.94,0.73,0.83,0.5,1.0,0.83,0.89,0.71,0.7,0.81,0.69,0.67,1.0
gss.csv,0.87,0.92,0.94,0.76,0.82,0.9,0.79,0.73,1.0,0.67,0.95,0.93,0.94,0.95,0.73,0.77,0.76,0.67,1.0
jmule.csv,0.88,0.7,0.69,0.58,0.62,0.37,0.9,0.64,1.0,0.67,0.9,0.88,0.68,0.66,0.67,0.88,0.64,0.61,0.79
kwave.csv,0.83,1.0,0.62,1.0,1.0,0.57,0.94,0.82,1.0,0.5,0.86,0.93,0.91,0.93,0.77,0.77,0.81,1.0,0.96
libarchive.csv,0.94,0.81,0.62,0.69,0.57,0.84,0.83,0.82,1.0,1.0,1.0,0.96,0.98,1.0,0.73,0.88,0.91,0.67,0.88
linux-ntfs.csv,0.63,0.62,0.62,0.76,0.78,0.75,0.42,0.55,0.33,0.67,0.57,0.86,0.66,0.68,0.9,0.73,0.48,0.59,0.79
lsb.csv,0.64,0.51,0.38,0.93,0.88,0.57,0.4,0.45,0.17,0.67,0.71,0.5,0.32,0.39,0.83,0.54,0.22,0.51,0.33
mp-rechnungs-und-kundenverwaltung.csv,0.36,0.14,0.25,0.11,0.01,0.46,0.58,0.36,0.83,0.0,0.67,0.69,0.72,0.71,0.53,0.58,0.28,0.35,0.58
qcad2.csv,0.49,0.34,0.38,0.33,0.32,0.34,0.79,0.64,1.0,0.33,0.9,0.63,0.74,0.8,0.77,0.77,0.51,0.78,0.5
qtwin.csv,0.09,0.0,0.0,0.0,0.0,0.04,0.08,0.45,1.0,0.0,0.29,0.14,0.15,0.32,0.17,0.38,0.19,0.0,0.29
stemkit.csv,0.1,0.44,0.25,0.67,0.22,0.33,0.0,0.18,0.67,0.67,0.81,0.54,0.17,0.27,0.43,0.46,0.24,0.33,0.12
xinity.csv,0.4,0.92,0.38,0.56,0.85,0.4,0.44,0.27,0.17,0.17,0.62,0.88,0.74,0.76,0.8,0.5,0.52,0.82,0.46
