,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.93,0.42,0.94,0.0,0.3,0.28,0.32,0.81
apolloplayer.csv,0.33,0.93,0.89,0.32,0.46,0.29,0.0,0.24
k3d.csv,0.19,0.25,0.0,0.0,0.15,0.98,0.0,0.0
kowari.csv,0.16,0.33,0.0,0.16,0.1,0.23,0.88,0.0
redshell.csv,0.53,0.0,0.49,0.0,0.97,0.57,0.65,0.22
rtb-team.csv,0.55,0.63,0.0,1.0,0.4,0.5,0.55,0.76
xreal.csv,0.0,0.1,0.0,0.0,0.04,0.0,0.0,1.0
