,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.52,0.0,0.56,0.21,0.16,0.39,0.22,0.92,0.3,0.38,0.19
libtorrent.csv,0.52,0.77,0.75,0.29,0.64,0.06,0.59,0.76,0.66,0.79,0.73
mcmc-jags.csv,0.41,0.77,0.25,0.0,0.25,0.33,0.49,0.27,0.48,0.43,0.53
natpad.csv,0.07,0.5,0.59,0.07,0.44,0.28,0.29,0.38,0.39,0.48,0.0
nebuladevice.csv,0.52,0.23,0.12,0.19,0.14,0.22,0.15,0.04,0.0,0.15,0.3
olap-navigator.csv,0.0,0.73,0.5,0.24,0.36,0.22,0.73,0.58,0.62,0.62,0.33
pidgin.csv,0.19,0.5,0.57,0.26,0.03,0.5,0.49,0.71,0.65,0.56,0.44
salasaga.csv,0.93,0.77,0.71,0.9,0.83,0.89,0.71,0.0,0.8,0.92,0.67
sepgsql.csv,0.89,0.43,0.0,0.88,0.41,0.83,0.29,0.44,0.54,0.44,0.62
xstore.csv,0.41,0.6,0.47,0.05,0.44,0.33,0.02,0.41,0.41,0.56,0.61
xtreemfs.csv,0.15,0.37,0.26,0.1,0.27,0.17,0.44,0.22,0.55,0.02,0.33
