,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.23,1.0,0.44,0.13,0.27,0.29,0.22,0.82,0.07,0.24,0.28
libtorrent.csv,0.75,0.77,0.93,0.67,0.89,0.99,0.87,0.96,0.87,0.96,0.81
mcmc-jags.csv,0.51,0.41,0.44,0.93,0.48,0.46,0.7,0.54,0.4,0.73,0.74
natpad.csv,0.26,0.41,0.67,0.4,0.53,0.48,0.5,0.82,0.53,0.82,1.0
nebuladevice.csv,0.54,0.27,0.22,0.33,0.26,0.41,0.24,0.18,1.0,0.17,0.35
olap-navigator.csv,0.97,0.86,0.89,0.67,0.69,0.69,0.87,0.68,0.8,0.98,0.67
pidgin.csv,0.36,0.64,0.81,0.27,0.99,0.55,0.65,0.82,0.47,0.75,0.72
salasaga.csv,0.79,0.91,0.67,0.87,0.65,0.69,0.72,1.0,0.8,0.76,0.6
sepgsql.csv,0.28,0.55,0.74,0.4,0.35,0.42,0.15,0.36,0.4,0.16,0.21
xstore.csv,0.44,0.36,0.59,0.33,0.64,0.49,0.96,0.57,0.47,0.73,0.74
xtreemfs.csv,0.67,0.5,0.44,0.47,0.58,0.49,0.78,0.43,0.53,0.99,0.67
