,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.75,0.59,0.56,0.91,0.83,0.74,0.95,0.58,0.86,0.73,0.79
libtorrent.csv,0.42,0.35,0.37,0.5,0.35,0.36,0.45,0.49,0.35,0.31,0.4
mcmc-jags.csv,0.4,0.47,0.84,0.79,0.51,0.49,0.46,0.53,0.5,0.41,0.41
natpad.csv,0.72,0.54,0.53,0.78,0.5,0.5,0.54,0.46,0.56,0.37,0.56
nebuladevice.csv,0.55,0.62,0.99,0.69,0.71,0.66,0.82,0.91,0.93,0.94,0.74
olap-navigator.csv,0.54,0.41,0.49,0.65,0.41,0.39,0.47,0.54,0.41,0.32,0.44
pidgin.csv,0.63,0.41,0.41,0.6,0.39,0.44,0.52,0.52,0.42,0.39,0.42
salasaga.csv,0.52,0.42,0.51,0.49,0.51,0.46,0.6,0.86,0.38,0.38,0.61
sepgsql.csv,0.66,0.68,0.95,0.53,0.7,0.66,0.95,0.91,0.57,0.95,0.84
xstore.csv,0.45,0.42,0.54,0.86,0.41,0.46,0.51,0.54,0.47,0.39,0.41
xtreemfs.csv,0.56,0.55,0.75,0.91,0.42,0.47,0.48,0.59,0.47,0.34,0.38
