,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.4,0.4,0.44,0.41,0.47,0.4,0.34,0.41,0.35,0.44,0.71,0.56,0.33,0.42,0.55,0.36,0.32,0.46,0.45
co-ode-owl-plugins.csv,0.67,0.8,0.89,0.67,0.96,0.76,0.91,0.83,0.5,0.94,0.92,0.81,0.83,0.96,0.95,0.8,0.89,0.0,0.75
exl.csv,0.34,0.38,0.41,0.4,0.46,0.36,0.31,0.41,0.32,0.4,0.35,0.38,0.31,0.4,0.54,0.36,0.34,0.39,0.42
firebreath.csv,0.4,0.57,0.46,0.53,0.66,0.51,0.4,0.61,0.44,0.5,0.52,0.54,0.4,0.48,0.77,0.5,0.58,0.44,0.81
irplus.csv,0.68,0.59,0.88,0.48,0.81,0.45,0.5,0.52,0.46,0.71,0.46,0.67,0.45,0.58,0.53,0.6,0.62,0.88,0.68
jasperreports.csv,0.0,0.92,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.5,0.0,0.0,0.5,0.0
javaprofiler.csv,0.52,0.56,0.61,0.67,0.56,0.49,0.52,0.63,0.71,0.59,0.83,0.56,0.5,0.51,0.97,0.43,0.35,0.48,0.5
konversation.csv,0.67,0.0,0.89,0.91,0.86,0.77,0.83,0.67,0.5,0.0,0.5,0.5,0.0,0.93,0.8,0.0,0.75,0.75,0.8
lazarus-ccr.csv,0.58,0.53,0.67,0.44,0.5,0.4,0.45,0.49,0.52,0.66,0.56,0.45,0.33,0.63,0.7,0.54,0.38,0.61,0.44
linuxsh.csv,0.89,0.8,0.9,0.86,0.95,0.93,0.91,0.82,0.5,0.89,0.48,0.75,0.61,0.6,0.78,0.83,0.75,0.92,0.47
migen.csv,0.42,0.64,0.61,0.68,0.62,0.92,0.53,0.78,0.92,0.64,0.67,0.55,0.75,0.57,0.94,0.62,0.61,0.68,0.38
moviesandbox.csv,0.62,0.89,0.74,0.6,0.74,0.48,0.5,0.65,0.92,0.82,0.66,0.63,0.83,0.71,0.75,0.63,0.83,0.76,0.5
mvnforum.csv,0.86,0.88,0.86,0.75,0.94,0.93,0.9,0.92,0.8,0.0,0.66,0.92,0.81,0.84,0.96,0.8,0.0,0.86,0.5
nebuladevice.csv,0.89,0.75,0.91,0.75,0.97,0.94,0.76,0.97,0.92,0.94,0.81,0.96,0.83,0.94,0.97,0.8,0.93,0.67,0.0
ontomorphtab.csv,0.76,0.44,0.54,0.48,0.54,0.35,0.36,0.69,0.93,0.49,0.51,0.46,0.5,0.64,0.6,0.43,0.47,0.67,0.4
opengs.csv,0.89,0.77,0.86,0.67,0.96,0.41,0.47,0.96,0.5,0.93,0.63,0.73,0.5,0.61,0.88,0.75,0.5,0.73,0.58
scite-ru.csv,0.49,0.45,0.5,0.46,0.56,0.38,0.52,0.45,0.68,0.51,0.43,0.45,0.33,0.49,0.76,0.53,0.31,0.41,0.39
tokratan.csv,0.83,0.0,0.0,0.8,0.83,0.67,0.83,0.89,0.91,0.0,0.79,0.92,0.83,0.95,0.67,0.67,0.75,0.67,0.0
xuggle.csv,0.62,0.6,0.94,0.87,0.98,0.74,0.69,0.85,0.53,0.47,0.47,0.48,0.4,0.6,0.93,0.49,0.67,0.55,0.9
