,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.58,0.63,0.64,1.0,0.93,0.77,0.88,0.98,0.86,0.22,0.39,0.47,0.78,0.96,1.0,0.8,1.0,0.57,1.0
co-ode-owl-plugins.csv,0.08,0.11,0.18,0.0,0.09,0.3,0.15,0.05,0.05,0.94,0.07,0.4,0.06,0.19,0.07,0.08,0.0,0.0,0.1
exl.csv,0.88,0.71,0.82,0.83,0.8,0.86,0.88,0.83,0.9,0.94,0.93,0.87,0.72,1.0,0.46,0.88,0.93,0.77,0.98
firebreath.csv,0.88,0.51,1.0,0.83,0.61,0.61,0.65,0.93,0.71,0.28,0.33,0.6,0.72,0.69,0.2,0.48,0.33,0.8,0.24
irplus.csv,0.25,0.66,0.09,0.75,0.3,0.57,0.68,0.5,0.48,0.11,0.46,0.4,0.56,0.88,0.62,1.0,0.47,0.17,0.34
jasperreports.csv,0.0,0.26,0.0,0.0,0.02,0.02,0.15,0.0,0.0,0.0,0.02,0.0,0.0,0.96,0.01,0.0,0.07,0.03,0.0
javaprofiler.csv,0.58,0.4,0.55,0.33,0.67,0.61,0.47,0.43,0.38,0.61,0.26,0.6,0.28,0.85,0.23,0.64,0.93,1.0,0.51
konversation.csv,0.08,0.0,0.18,0.92,0.09,0.23,0.12,0.03,0.0,0.0,0.04,0.0,0.0,0.23,0.04,0.04,0.07,0.04,0.12
lazarus-ccr.csv,1.0,0.4,0.0,0.92,0.74,0.75,0.44,0.55,0.48,0.22,0.48,0.6,0.78,0.62,0.31,0.36,0.93,0.4,0.88
linuxsh.csv,0.25,0.11,0.91,0.5,0.2,0.2,0.18,0.27,0.0,0.11,0.67,0.4,0.33,0.54,0.21,0.08,0.0,0.13,0.37
migen.csv,0.46,0.34,0.55,0.58,0.54,0.16,1.0,0.3,0.29,0.11,0.26,0.4,0.17,0.54,0.11,0.32,0.33,0.19,0.61
moviesandbox.csv,0.33,0.23,0.55,0.5,0.59,0.95,0.41,0.38,0.05,0.44,0.48,0.4,0.11,0.58,0.17,0.4,0.13,0.32,0.46
mvnforum.csv,0.04,0.11,0.27,0.0,0.15,0.25,0.15,0.08,0.0,0.0,0.5,0.27,0.89,0.35,0.15,0.12,0.0,0.05,0.05
nebuladevice.csv,0.12,0.06,0.09,0.5,0.15,0.11,0.35,0.15,0.14,0.11,0.13,0.13,0.06,0.12,0.2,0.04,1.0,0.03,0.02
ontomorphtab.csv,0.38,0.97,0.45,0.67,0.59,0.64,0.74,0.32,0.19,0.28,0.67,0.73,0.5,0.81,0.32,0.68,0.4,0.32,0.76
opengs.csv,0.21,0.29,0.18,0.0,0.22,0.57,0.5,0.17,0.0,0.17,0.96,0.33,0.39,0.54,0.06,0.32,0.0,0.25,0.27
scite-ru.csv,0.62,0.94,0.0,0.83,0.61,0.84,0.74,0.68,0.9,0.33,0.89,1.0,0.94,0.77,0.38,0.72,0.93,0.96,0.85
tokratan.csv,0.12,0.0,0.0,0.33,0.04,0.05,0.12,0.08,0.19,0.0,0.22,0.8,0.0,0.0,0.02,0.04,0.13,0.04,0.0
xuggle.csv,0.25,0.63,0.27,0.42,0.89,0.3,0.41,0.3,0.48,0.89,0.83,0.73,0.72,0.38,0.08,0.64,0.07,0.71,0.15
