,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.61,0.4,0.6,0.62,0.58,0.58
bullet.csv,0.0,0.57,0.44,0.69,0.54,0.46
openintents.csv,0.38,0.66,0.49,0.56,0.05,0.56
pokenetonline.csv,0.05,0.39,0.42,0.54,0.46,0.75
tktoolkit.csv,0.0,0.39,0.3,0.7,0.56,0.53
zealos.csv,0.7,0.0,0.17,0.28,0.52,0.28
