,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.57,0.59,0.51,0.72,0.23,0.81
bullet.csv,0.47,0.59,0.36,0.77,0.28,0.55
openintents.csv,0.29,0.63,0.45,0.67,0.23,0.78
pokenetonline.csv,0.47,0.58,0.51,0.78,0.18,0.81
tktoolkit.csv,0.47,0.58,0.27,0.78,0.43,0.73
zealos.csv,0.58,0.0,0.17,0.38,0.33,0.35
