,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.52,0.02,0.25,0.53,0.76,0.54,0.3,0.0
chaperon.csv,0.25,0.19,0.0,0.08,0.08,0.15,0.11,0.4
forester-atv.csv,0.02,0.04,0.06,0.03,0.04,0.07,0.07,0.1
gephex.csv,0.3,0.73,0.56,0.5,0.8,0.02,0.15,0.1
pokenetonline.csv,0.65,0.23,0.35,0.21,0.0,0.37,0.33,0.5
primefaces.csv,0.72,0.96,0.67,0.82,0.64,0.95,0.0,0.2
rcp-company-uibindings.csv,1.0,0.96,0.96,0.87,0.8,0.9,1.0,0.0
yarp0.csv,0.48,0.48,0.5,0.03,0.28,0.37,0.48,0.2
