,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.42,0.98,0.08,0.33,0.68,0.71,0.56,1.0
chaperon.csv,0.23,0.4,1.0,0.57,0.5,0.62,0.5,0.9
forester-atv.csv,0.96,0.33,0.25,0.0,0.83,0.62,0.33,0.96
gephex.csv,0.37,0.54,0.04,0.3,0.7,0.99,0.67,0.99
pokenetonline.csv,0.45,0.63,0.11,0.47,1.0,0.61,0.61,0.96
primefaces.csv,0.28,0.54,0.06,0.31,0.68,0.63,1.0,0.98
rcp-company-uibindings.csv,0.39,0.53,0.08,0.31,0.72,0.62,0.56,1.0
yarp0.csv,0.41,0.49,0.08,0.94,0.72,0.71,0.59,0.98
