,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.31,0.75,0.54,0.93,0.39,0.66,0.33
java-gnome.csv,0.75,0.22,0.47,0.54,1.0,0.23,0.33
mb-unit.csv,0.66,1.0,0.74,0.68,0.51,0.75,0.33
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rodin-b-sharp.csv,0.49,0.21,0.94,0.21,0.75,0.35,0.67
unicase.csv,0.6,0.67,0.67,0.71,0.82,0.99,1.0
wpdev.csv,1.0,0.99,1.0,0.96,1.0,1.0,1.0
