,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.69,0.88,0.5,0.07,0.63,0.93,0.68
java-gnome.csv,0.25,0.79,0.57,0.6,0.0,0.78,0.74
mb-unit.csv,0.6,0.06,0.62,0.69,0.75,0.67,1.05
mecat.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.0
rodin-b-sharp.csv,0.51,0.81,0.06,0.8,0.35,0.72,0.53
unicase.csv,0.64,0.72,0.44,0.62,0.31,0.02,0.78
wpdev.csv,0.0,1.0,1.0,0.97,1.0,1.0,1.0
