,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.67,0.51,0.66,0.96,0.71,0.51,0.88
java-gnome.csv,0.43,0.74,0.65,0.48,0.42,0.83,0.6
mb-unit.csv,0.41,0.45,0.43,0.45,0.58,0.4,0.36
mecat.csv,0.0,0.0,0.83,0.0,0.0,0.0,0.67
rodin-b-sharp.csv,0.78,0.99,0.69,0.97,0.49,0.73,0.59
unicase.csv,0.46,0.48,0.54,0.52,0.39,0.44,0.36
wpdev.csv,0.39,0.42,0.38,0.4,0.38,0.39,0.33
