,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.08,0.09,0.2,0.12,0.26,0.03,0.15,0.28
arcallians.csv,0.29,0.3,0.38,0.0,0.15,0.24,0.31,0.87
arianne.csv,0.01,0.17,0.13,0.25,0.63,0.73,0.24,0.12
cortex-vfx.csv,0.35,0.34,0.45,0.18,0.4,0.43,0.25,0.0
mbse.csv,0.62,0.52,0.76,0.65,0.0,0.63,0.41,0.13
multitude.csv,0.41,0.4,0.46,0.28,0.74,0.68,0.02,0.59
phonon-vlc-mplayer.csv,0.6,0.3,0.01,0.38,0.11,0.14,0.17,0.4
qgis.csv,0.19,0.0,0.32,0.42,0.97,0.66,0.31,0.46
