,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.18,0.23,0.29,0.36,0.32,0.98,0.28,0.19
arcallians.csv,0.35,0.4,0.52,0.91,0.31,0.3,0.29,0.87
arianne.csv,0.95,0.27,0.42,0.57,0.8,0.86,0.34,0.29
cortex-vfx.csv,0.3,0.48,0.62,0.09,0.6,0.52,0.38,0.95
mbse.csv,0.35,0.45,0.41,0.36,0.91,0.67,0.34,0.25
multitude.csv,0.51,0.58,0.64,0.5,0.88,0.73,0.94,0.56
phonon-vlc-mplayer.csv,0.47,0.49,0.99,0.48,0.26,0.23,0.34,0.49
qgis.csv,0.47,0.99,0.59,0.43,0.89,0.85,0.54,0.75
