,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.96,0.96,0.98,0.57,0.81,0.47,0.93,0.9
arcallians.csv,0.71,0.65,0.68,0.6,0.92,0.75,0.7,0.44
arianne.csv,0.53,0.95,0.98,0.46,0.45,0.36,0.67,0.98
cortex-vfx.csv,0.67,0.7,0.66,0.91,0.44,0.53,0.75,0.88
mbse.csv,0.6,0.64,0.61,0.69,0.8,0.49,0.72,0.91
multitude.csv,0.49,0.46,0.53,0.36,0.37,0.42,0.5,0.56
phonon-vlc-mplayer.csv,0.63,0.67,0.9,0.61,0.97,0.92,0.78,0.66
qgis.csv,0.6,0.55,0.66,0.42,0.37,0.39,0.51,0.51
