,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.78,0.54,0.71,0.58,0.27
lcfizvtop.csv,0.47,0.65,0.46,0.52,0.81
migen.csv,0.46,0.68,0.13,0.23,0.21
mvnforum.csv,0.0,0.36,0.53,0.38,0.21
plplot.csv,0.49,0.55,0.67,0.73,0.11
