,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.18,0.68,0.39,0.0,0.44,0.13,0.54,0.66,0.56,0.55,0.27,0.09,0.68,0.42,0.97,0.4,0.36
all-plasm.csv,0.38,0.51,0.28,0.78,0.78,0.31,0.51,0.65,0.39,0.84,0.31,0.4,0.39,0.96,0.36,0.5,0.57
applet2app.csv,0.52,0.54,0.63,0.62,0.22,0.49,0.96,0.59,0.53,0.52,0.46,0.59,0.42,0.58,0.53,0.52,0.47
autat.csv,0.24,0.16,0.37,0.0,0.12,0.07,0.27,0.47,0.44,0.66,0.09,0.17,1.0,0.06,0.63,0.27,0.39
autowikibrowser.csv,0.42,0.6,0.57,0.0,0.34,0.34,0.53,0.45,0.49,0.75,0.44,0.5,0.52,0.35,0.79,0.98,0.63
gbif-providertoolkit.csv,0.2,0.12,0.46,0.29,0.12,0.17,0.32,0.94,0.34,0.84,0.48,0.4,0.29,0.23,0.1,0.31,0.59
htmlunit.csv,0.17,0.0,0.28,0.65,0.12,0.11,0.2,0.6,0.95,0.2,0.12,0.09,0.36,0.23,0.24,0.28,0.22
kmatplot.csv,0.44,0.23,0.98,0.53,0.24,0.24,0.33,0.52,0.33,0.2,0.16,0.17,0.14,0.28,0.51,0.48,0.38
mcore3d.csv,0.31,0.44,0.7,0.0,0.57,0.98,0.54,0.56,0.39,0.36,0.59,0.47,0.57,0.66,0.35,0.57,0.62
nh3d.csv,0.01,0.04,0.25,1.0,0.24,0.1,0.1,0.0,0.0,0.38,0.09,0.09,0.07,0.12,0.0,0.13,0.15
qgo.csv,0.53,0.94,0.72,0.31,0.22,0.6,0.61,0.71,0.66,0.82,0.65,0.61,0.47,0.42,0.69,0.71,0.64
qtwin.csv,0.0,0.09,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
reactos-mirror.csv,0.97,0.0,0.35,0.69,0.41,0.52,0.39,0.26,0.39,0.17,0.52,0.43,0.27,0.0,0.27,0.09,0.3
taokgame.csv,0.01,0.0,0.09,0.0,1.0,0.07,0.44,0.09,0.0,0.2,0.0,0.09,0.69,0.47,0.01,0.17,0.09
unbvision.csv,0.33,0.53,0.56,0.29,0.31,0.2,0.56,0.4,0.29,0.35,0.94,0.09,0.35,0.44,0.53,0.3,0.44
uwom.csv,0.57,0.54,0.66,0.12,0.12,0.38,0.48,0.58,0.4,0.67,0.12,0.09,0.42,0.42,0.67,0.43,0.96
wishmaster.csv,0.5,0.59,0.2,0.55,0.23,0.41,0.24,0.51,0.52,0.2,0.27,0.94,0.36,0.45,0.62,0.38,0.14
