,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.15,0.77,0.34,0.0,0.4,0.11,0.66,0.64,0.56,0.5,0.23,0.07,0.69,0.38,0.96,0.36,0.31
all-plasm.csv,0.34,0.67,0.24,0.75,0.9,0.27,0.61,0.64,0.36,1.0,0.27,0.36,0.38,0.95,0.32,0.45,0.53
applet2app.csv,0.61,0.57,0.66,0.75,0.2,0.5,0.95,0.64,0.51,0.5,0.47,0.57,0.38,0.67,0.68,0.57,0.48
autat.csv,0.2,0.13,0.34,0.0,0.1,0.06,0.23,0.43,0.4,0.67,0.07,0.14,1.0,0.05,0.59,0.23,0.34
autowikibrowser.csv,0.38,0.57,0.55,0.0,0.3,0.3,0.5,0.43,0.47,0.83,0.4,0.5,0.5,0.33,0.83,0.98,0.63
gbif-providertoolkit.csv,0.17,0.1,0.41,0.25,0.1,0.14,0.28,0.93,0.29,0.83,0.43,0.36,0.25,0.19,0.08,0.27,0.55
htmlunit.csv,0.14,0.0,0.24,0.75,0.1,0.09,0.17,0.57,0.94,0.17,0.1,0.07,0.31,0.19,0.2,0.25,0.19
kmatplot.csv,0.4,0.2,0.97,0.5,0.2,0.2,0.29,0.5,0.29,0.17,0.13,0.14,0.12,0.24,0.47,0.45,0.34
mcore3d.csv,0.27,0.43,0.76,0.0,0.6,0.98,0.56,0.57,0.36,0.33,0.73,0.71,0.69,0.76,0.34,0.66,0.64
nh3d.csv,0.01,0.03,0.21,1.0,0.2,0.08,0.08,0.0,0.0,0.33,0.07,0.07,0.06,0.1,0.0,0.11,0.12
qgo.csv,0.54,0.93,0.76,0.5,0.2,0.58,0.6,0.79,0.79,1.0,0.67,0.64,0.44,0.48,0.81,0.73,0.66
qtwin.csv,0.0,0.07,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
reactos-mirror.csv,0.97,1.0,0.93,0.75,1.0,0.83,0.89,0.79,0.9,0.83,1.0,0.79,1.0,1.0,1.0,0.95,0.91
taokgame.csv,0.01,0.0,0.07,0.0,1.0,0.06,0.41,0.07,0.0,0.17,0.0,0.07,0.88,0.43,0.01,0.14,0.07
unbvision.csv,0.29,0.8,0.55,0.25,0.3,0.17,0.65,0.36,0.25,0.33,0.93,0.07,0.31,0.43,0.62,0.27,0.41
uwom.csv,0.62,0.57,0.66,0.5,0.1,0.34,0.44,0.57,0.36,0.67,0.1,0.07,0.38,0.38,0.75,0.39,0.95
wishmaster.csv,0.76,0.57,0.17,0.5,0.2,0.37,0.2,0.5,0.49,0.17,0.23,0.93,0.31,0.43,0.64,0.36,0.12
