,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,99.0,558.0,94.5,97.5,557.5,571.0,97.5,1894.5,195.5,365.0,2149.0,98.5,95.5,197.5,93.5,491.5,95.5,99.0,96.5
aubit4gl.csv,178.0,481.5,97.5,148.0,69.5,92.5,0.0,221.5,96.5,85.5,98.0,97.5,94.5,29.5,75.0,47.5,54.5,83.5,57.5
ipfilter.csv,487.5,748.0,97.5,97.5,845.0,567.0,96.5,2024.5,196.5,196.5,490.0,98.5,90.5,1415.0,192.0,590.0,197.5,99.0,96.5
jmol.csv,99.0,861.5,97.5,97.5,935.5,370.0,97.5,1663.0,196.5,196.5,2689.5,98.5,98.5,1122.0,383.0,590.0,197.5,99.0,96.5
liferea.csv,99.0,377.0,97.5,97.5,564.5,235.5,97.5,2029.5,96.5,560.5,176.0,98.5,98.5,296.0,258.5,295.0,96.5,98.5,96.5
miranda-icq.csv,99.0,564.0,97.5,97.5,564.5,663.5,97.5,2084.0,45.5,132.0,980.5,174.0,98.5,197.5,449.5,471.0,95.5,95.5,96.5
moving-pictures.csv,99.0,162.0,94.5,97.5,854.0,182.0,0.0,413.5,97.5,657.0,203.5,98.5,98.5,185.0,175.0,918.5,96.5,89.5,96.5
opensim4opencog.csv,99.0,181.0,97.5,97.5,355.0,283.5,97.5,1203.0,97.5,751.5,400.5,98.5,98.5,296.0,449.5,293.0,96.5,99.0,96.5
pclasses.csv,99.0,186.0,94.5,97.5,170.0,197.5,0.0,205.5,66.5,157.0,1296.5,97.5,98.5,98.5,190.0,35.5,89.5,91.5,96.5
pfaedit.csv,99.0,111.5,97.5,97.5,450.5,182.0,0.0,785.5,97.5,185.0,299.0,97.5,98.5,424.0,121.0,212.0,96.5,87.5,88.5
plearn.csv,99.0,184.0,97.5,13.5,188.5,309.0,97.5,2070.0,91.5,73.5,391.5,98.5,98.5,681.5,449.5,307.0,95.5,98.5,71.5
psrchive.csv,99.0,87.5,97.5,97.5,89.5,571.0,97.5,1039.5,96.5,653.0,2442.5,84.5,95.5,197.0,172.0,492.5,98.5,99.0,335.5
re2c.csv,470.5,240.5,97.5,97.5,370.0,182.0,96.5,343.0,96.5,176.0,881.5,95.5,98.5,207.5,284.5,1911.0,98.5,99.0,90.5
rockbox.csv,547.0,263.5,643.5,97.5,444.5,233.5,0.0,607.5,97.5,657.0,500.0,98.5,98.5,555.0,364.0,389.5,96.5,94.5,96.5
theresa.csv,99.0,633.0,97.5,97.5,364.0,398.5,97.5,474.0,97.5,558.0,382.0,98.5,95.5,1220.5,178.0,1673.0,96.5,97.5,96.5
tktoolkit.csv,99.0,849.0,97.5,97.5,467.5,473.5,97.5,1139.5,196.5,196.5,2430.5,98.5,97.5,552.0,286.5,590.0,197.5,99.0,96.5
tzod.csv,99.0,566.0,97.5,97.5,641.5,469.5,97.5,1956.0,97.5,462.5,915.0,98.5,95.5,197.0,87.0,491.0,96.5,99.0,96.5
yaprm.csv,99.0,466.5,97.5,97.5,459.5,135.0,0.0,650.5,96.5,276.5,84.5,97.5,98.5,935.0,251.5,204.5,96.5,97.5,96.5
zemljanka.csv,99.0,373.0,97.5,97.5,658.0,475.5,97.5,950.0,196.5,196.5,980.5,98.5,98.5,197.0,383.0,295.0,96.5,99.0,96.5
