,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.31,0.24,0.01,0.13,0.13,0.05,0.0,0.06,0.14,0.09,0.2
etherboot.csv,0.6,0.0,0.52,0.31,0.0,0.16,0.0,0.13,0.0,0.0,0.0
ffigo.csv,0.01,0.17,0.35,0.36,0.0,0.03,0.28,0.45,0.3,0.25,0.03
gebr.csv,0.61,0.73,0.93,0.82,0.81,0.13,0.67,0.99,0.93,0.97,0.92
gpac.csv,0.7,0.58,0.28,0.13,0.3,0.37,0.17,0.4,0.8,1.0,0.98
libtorrent.csv,0.99,0.75,0.38,0.77,0.7,0.37,0.22,0.48,0.55,0.84,0.74
miranda.csv,0.0,0.01,0.33,0.49,0.13,0.0,0.56,0.09,1.0,0.12,0.43
modellus.csv,0.25,0.17,0.41,0.64,0.26,0.08,0.06,0.2,0.16,0.96,0.82
mplayer-ce.csv,0.57,0.63,0.43,0.93,0.45,0.29,0.39,0.84,0.52,0.32,0.46
nicepress.csv,0.61,0.28,0.23,0.8,0.94,0.71,0.33,0.52,0.84,0.97,0.8
vapor.csv,1.0,0.31,1.0,0.98,0.0,1.0,0.61,0.93,0.02,0.0,0.0
