,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,4.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
etherboot.csv,31.0,95.0,11.0,3.0,102.0,0.0,0.0,0.0,119.0,627.0,337.0
ffigo.csv,71.0,2.0,13.0,7.0,102.0,1.0,1.0,0.0,0.0,4.0,0.0
gebr.csv,12.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0
gpac.csv,7.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
libtorrent.csv,8.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
miranda.csv,71.0,95.0,2.0,0.0,0.0,135.0,0.0,4.0,2.0,1.0,1.0
modellus.csv,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
mplayer-ce.csv,13.0,2.0,4.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0
nicepress.csv,6.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0
vapor.csv,8.0,3.0,16.0,0.0,102.0,0.0,0.0,4.0,0.0,627.0,337.0
