,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,0.12,0.29,0.67,0.27,0.54,0.71,1.0,0.74,0.57,0.61,0.6
etherboot.csv,0.05,0.0,0.43,0.42,0.0,0.88,1.0,0.81,0.0,0.0,0.0
ffigo.csv,0.0,0.33,0.38,0.27,0.0,0.8,0.84,0.54,0.83,0.53,0.4
gebr.csv,0.09,0.29,0.35,0.28,0.59,0.93,0.88,0.5,0.63,0.45,0.67
gpac.csv,0.08,0.21,0.32,0.33,0.73,0.58,0.8,0.49,0.54,0.45,0.65
libtorrent.csv,0.07,0.29,0.47,0.27,0.6,0.83,0.95,0.62,0.67,0.46,0.67
miranda.csv,0.0,0.0,0.44,0.3,0.6,0.0,0.88,0.53,0.63,0.5,0.78
modellus.csv,0.06,0.43,0.45,0.28,0.74,0.94,0.98,0.8,0.83,0.45,0.69
mplayer-ce.csv,0.1,0.34,0.45,0.26,0.56,0.85,0.91,0.53,0.71,0.59,0.72
nicepress.csv,0.11,0.38,0.64,0.26,0.52,0.74,0.88,0.5,0.63,0.45,0.69
vapor.csv,0.07,0.39,0.34,0.27,0.0,0.72,0.89,0.51,0.9,0.0,0.0
