,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.02,0.9,0.33,0.98,0.23,0.39,0.8,0.91,0.36,0.2,0.05,0.4,0.68,0.22,0.35
encog-cs.csv,0.01,0.86,0.29,0.88,0.28,0.47,0.79,0.94,0.52,0.25,0.03,0.28,0.72,0.41,0.42
extprosys.csv,0.01,0.87,0.45,0.89,0.27,0.32,0.83,0.95,0.34,0.17,0.03,0.3,0.67,0.3,0.38
ibatisdb.csv,0.0,0.88,0.35,0.88,0.25,0.36,0.69,0.93,0.39,0.19,0.05,0.11,0.65,0.57,0.53
intact.csv,0.02,0.88,0.27,0.89,0.31,0.43,0.79,0.93,0.49,0.19,0.04,0.31,0.71,0.32,0.27
japano.csv,0.0,0.89,0.32,0.88,0.29,0.28,0.77,0.99,0.35,0.18,0.02,0.35,0.66,0.25,0.39
lockss.csv,0.0,0.86,0.61,1.0,0.18,0.33,0.77,0.94,0.47,0.38,0.06,0.25,0.79,0.32,0.4
ofbiz.csv,0.0,0.92,0.3,0.87,0.23,0.29,0.78,0.96,0.45,0.15,0.03,0.47,0.81,0.25,0.38
officefloor.csv,0.02,1.0,0.18,0.89,0.17,0.38,1.0,0.91,0.39,0.12,0.06,0.12,0.78,0.33,0.38
opennms.csv,0.02,0.79,0.6,0.89,0.5,0.36,0.79,1.0,0.45,0.3,0.05,0.41,0.7,0.38,0.33
rohxel.csv,0.02,0.94,0.3,0.95,0.21,0.38,0.87,0.97,0.43,0.33,0.02,0.4,0.63,0.3,0.5
roolo.csv,0.0,0.89,0.29,0.89,0.3,0.29,0.73,0.92,0.32,0.16,0.03,0.65,0.67,0.27,0.37
sevenupdate.csv,0.01,1.0,0.28,0.88,0.24,0.28,0.78,0.93,0.36,0.16,0.03,0.34,0.67,0.26,0.38
web-cat.csv,0.01,0.93,0.27,0.86,0.27,0.33,0.77,0.91,0.36,0.21,0.03,0.28,0.71,0.3,0.62
