,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.24,0.38,0.26,0.29,0.26,0.21,0.26,0.31,0.32,0.39,0.21,0.33,0.28,0.3,0.2
encog-cs.csv,0.26,0.24,0.26,0.25,0.2,0.18,0.32,0.21,0.23,0.18,0.41,0.28,0.23,0.24,0.18
extprosys.csv,0.3,0.36,0.23,0.35,0.34,0.32,0.3,0.39,0.34,0.39,0.37,0.37,0.36,0.38,0.32
ibatisdb.csv,0.25,0.2,0.19,0.19,0.2,0.22,0.18,0.19,0.23,0.21,0.14,0.19,0.26,0.21,0.16
intact.csv,0.26,0.38,0.41,0.26,0.27,0.22,0.22,0.19,0.25,0.39,0.32,0.21,0.31,0.22,0.18
japano.csv,0.3,0.44,0.43,0.35,0.32,0.32,0.36,0.41,0.35,0.36,0.45,0.4,0.36,0.4,0.3
lockss.csv,0.16,0.16,0.14,0.24,0.16,0.15,0.24,0.16,0.27,0.2,0.14,0.19,0.14,0.19,0.28
ofbiz.csv,0.26,0.29,0.45,0.22,0.25,0.27,0.2,0.17,0.2,0.18,0.41,0.18,0.28,0.18,0.24
officefloor.csv,0.27,0.13,0.16,0.28,0.18,0.19,0.34,0.31,0.28,0.21,0.16,0.14,0.17,0.29,0.3
opennms.csv,0.24,0.24,0.41,0.22,0.21,0.22,0.26,0.11,0.2,0.2,0.13,0.26,0.23,0.12,0.3
rohxel.csv,0.26,0.29,0.43,0.2,0.22,0.23,0.32,0.37,0.17,0.15,0.43,0.28,0.22,0.33,0.3
roolo.csv,0.3,0.35,0.44,0.34,0.34,0.33,0.22,0.31,0.34,0.39,0.45,0.32,0.36,0.37,0.32
sevenupdate.csv,0.3,0.38,0.47,0.35,0.34,0.33,0.36,0.47,0.34,0.28,0.45,0.4,0.36,0.42,0.32
web-cat.csv,0.29,0.4,0.42,0.33,0.32,0.29,0.36,0.36,0.35,0.37,0.44,0.35,0.3,0.38,0.24
