,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.45,0.49,0.65,0.0,0.41,0.63,0.62,0.11,0.09,0.43,0.55,0.47,0.76
avisynth2.csv,0.1,0.04,0.0,0.29,0.15,0.1,0.23,0.0,0.75,0.07,0.0,0.0,0.1
beast-mcmc.csv,0.62,0.52,0.57,0.06,0.43,0.7,0.65,0.59,0.11,0.48,0.46,0.38,0.45
dataobjectsdotnet.csv,0.47,0.66,0.65,0.0,0.26,0.68,0.6,0.44,0.14,0.56,0.58,0.38,0.4
exist.csv,0.49,0.47,0.56,0.09,0.36,0.78,0.83,0.52,0.09,0.52,0.52,0.48,0.83
foursquared.csv,0.26,0.14,0.3,0.0,0.21,0.36,0.44,0.75,0.22,0.15,0.14,0.27,0.07
jaxlib.csv,0.31,0.34,0.5,0.67,0.35,0.24,0.71,0.59,0.13,0.34,0.5,0.31,0.75
jrefactory.csv,0.35,0.73,0.34,0.08,0.45,0.24,0.42,0.45,0.0,0.45,0.47,0.4,0.76
nodal.csv,0.24,0.5,0.27,0.0,0.64,0.44,0.47,0.14,0.1,0.31,0.43,0.0,0.75
opendvr.csv,0.49,0.44,0.54,0.08,0.45,0.73,0.86,0.55,0.09,0.48,0.47,0.63,0.63
pokenetonline.csv,0.44,0.69,0.71,0.08,0.41,0.72,0.79,0.56,0.09,0.55,0.58,0.43,0.86
simplewebservices.csv,0.42,0.41,0.71,0.08,0.51,0.69,0.83,0.46,0.07,0.49,0.62,0.48,0.86
uface.csv,0.51,0.56,0.72,0.08,0.4,0.74,0.82,0.57,0.09,0.51,0.58,0.44,0.95
