,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.63,0.45,0.62,0.0,0.59,0.54,0.54,0.1,0.09,0.44,0.61,0.42,0.69
avisynth2.csv,0.07,0.02,0.0,0.55,0.11,0.06,0.16,0.0,0.99,0.05,0.0,0.0,0.07
beast-mcmc.csv,0.72,0.47,0.54,0.45,0.4,0.52,0.56,0.71,0.61,0.46,0.44,0.51,0.35
dataobjectsdotnet.csv,0.51,0.47,0.49,0.0,0.3,0.57,0.51,0.52,0.77,0.57,0.64,0.51,0.34
exist.csv,0.7,0.36,0.51,0.36,0.53,0.77,0.48,0.33,0.09,0.56,0.58,0.33,0.77
foursquared.csv,0.2,0.1,0.24,0.0,0.16,0.29,0.33,0.82,0.69,0.11,0.1,0.27,0.05
jaxlib.csv,0.37,0.29,0.46,0.99,0.51,0.18,0.55,0.72,0.37,0.31,0.54,0.39,0.09
jrefactory.csv,0.43,0.71,0.29,0.51,0.5,0.19,0.35,0.45,0.0,0.48,0.5,0.51,0.17
nodal.csv,0.3,0.45,0.2,0.0,0.68,0.39,0.37,0.1,0.37,0.26,0.4,0.0,0.67
opendvr.csv,0.69,0.38,0.47,0.0,0.62,0.71,0.78,0.67,0.24,0.51,0.5,0.73,0.52
pokenetonline.csv,0.38,0.0,0.09,0.0,0.57,0.0,0.73,0.56,0.0,0.31,0.05,0.24,0.81
simplewebservices.csv,0.58,0.37,0.63,0.17,0.71,0.65,0.48,0.56,0.31,0.53,0.67,0.5,0.82
uface.csv,0.72,0.51,0.59,0.09,0.58,0.33,0.77,0.65,0.0,0.55,0.5,0.09,0.93
