,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,4.0,0.0,2.0,49.0,0.0,8.0,0.0,7.0,34.0,0.0,1.0,0.0,0.0
avisynth2.csv,1.0,0.0,107.0,2.0,0.0,1.0,3.0,69.0,0.0,3.0,240.0,74.0,0.0
beast-mcmc.csv,4.0,0.0,0.0,12.0,0.0,17.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0
dataobjectsdotnet.csv,9.0,0.0,0.0,49.0,1.0,10.0,2.0,1.0,17.0,0.0,0.0,0.0,0.0
exist.csv,0.0,1.0,0.0,21.0,9.0,1.0,0.0,6.0,34.0,1.0,5.0,0.0,0.0
foursquared.csv,6.0,0.0,1.0,49.0,1.0,5.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0
jaxlib.csv,7.0,0.0,0.0,2.0,0.0,6.0,0.0,6.0,11.0,3.0,0.0,5.0,0.0
jrefactory.csv,10.0,1.0,0.0,11.0,0.0,3.0,0.0,12.0,64.0,0.0,0.0,0.0,0.0
nodal.csv,10.0,0.0,0.0,49.0,0.0,4.0,2.0,1.0,2.0,2.0,3.0,74.0,0.0
opendvr.csv,8.0,4.0,1.0,25.0,5.0,5.0,0.0,5.0,32.0,2.0,5.0,0.0,0.0
pokenetonline.csv,9.0,0.0,1.0,25.0,1.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,7.0
simplewebservices.csv,7.0,0.0,1.0,24.0,1.0,13.0,0.0,9.0,38.0,4.0,0.0,0.0,0.0
uface.csv,12.0,2.0,1.0,24.0,0.0,7.0,0.0,4.0,35.0,1.0,0.0,0.0,0.0
