,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.31,0.96,0.56,0.51,0.78,0.43,0.77,0.49,0.93,0.84,0.4,0.66,0.74,0.59
carabiner.csv,0.25,0.38,0.53,0.43,0.67,0.98,0.71,0.51,0.74,0.8,0.39,0.69,0.77,0.36
elvishrayrenderer.csv,0.17,0.59,0.55,0.35,0.65,0.36,0.93,0.4,0.7,0.81,0.37,0.73,1.0,0.4
fleet-simulator.csv,0.2,0.0,0.3,0.46,0.44,0.44,0.97,0.0,1.0,0.61,0.39,0.72,0.43,0.0
gmerlin.csv,0.24,0.16,0.4,0.3,0.65,0.18,0.31,0.97,0.47,0.43,0.38,0.54,0.36,0.23
gnome-jabber.csv,0.2,0.63,0.62,0.47,0.84,0.45,0.99,0.5,0.82,0.58,0.35,0.74,0.71,0.58
ipfilter.csv,0.31,0.48,0.6,0.47,0.78,0.55,0.91,0.46,0.88,1.0,0.4,0.69,0.75,0.59
irplus.csv,0.23,0.47,0.43,0.98,0.55,0.21,0.64,0.45,0.62,0.59,0.43,0.62,0.66,0.39
mevenide.csv,0.2,0.51,0.56,0.38,0.64,0.22,0.81,0.37,0.64,0.76,0.98,0.65,0.64,0.33
moving-pictures.csv,0.22,0.62,0.98,0.56,0.55,0.41,0.92,0.4,0.48,0.71,0.31,0.66,0.66,0.45
opensim4opencog.csv,0.95,0.0,0.12,0.27,0.53,0.09,0.06,0.06,0.2,0.12,0.38,0.19,0.19,0.17
rockbox.csv,0.25,0.54,0.51,0.39,0.26,0.45,0.53,0.35,0.67,0.53,0.21,0.49,0.55,0.97
ta3d.csv,0.18,0.66,0.63,0.48,0.72,0.46,0.92,0.5,0.84,0.64,0.37,1.0,0.7,0.54
xcmetadataservicestoolkit.csv,0.24,0.37,0.52,0.37,1.0,0.47,0.49,0.37,0.79,0.77,0.32,0.58,0.6,0.37
