,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.36,0.47,0.3,0.31,0.32,0.47,0.41,0.34,0.3,0.35,0.38,0.38,0.31,0.36
carabiner.csv,0.41,0.86,0.34,0.35,0.34,0.61,0.33,0.3,0.39,0.33,0.43,0.38,0.33,0.71
elvishrayrenderer.csv,0.44,0.67,0.33,0.48,0.48,0.52,0.56,0.52,0.5,0.4,0.73,0.48,0.44,0.58
fleet-simulator.csv,0.49,0.0,0.58,0.39,0.67,0.47,0.52,0.0,0.3,0.33,0.54,0.32,0.69,0.0
gmerlin.csv,0.6,0.91,0.75,0.73,0.52,0.92,0.61,0.67,0.58,0.63,0.78,0.47,0.56,0.86
gnome-jabber.csv,0.46,0.38,0.33,0.34,0.39,0.4,0.52,0.38,0.42,0.48,0.53,0.44,0.38,0.45
ipfilter.csv,0.38,0.72,0.33,0.37,0.38,0.55,0.52,0.43,0.37,0.43,0.47,0.54,0.39,0.5
irplus.csv,0.68,0.74,0.56,0.62,0.6,0.88,0.61,0.43,0.46,0.4,0.84,0.4,0.37,0.59
mevenide.csv,0.5,0.62,0.45,0.59,0.54,0.76,0.66,0.49,0.58,0.46,0.86,0.53,0.53,0.75
moving-pictures.csv,0.71,0.51,0.52,0.5,0.44,0.56,0.57,0.83,0.73,0.53,0.65,0.51,0.43,0.54
opensim4opencog.csv,0.95,0.0,0.8,0.92,0.71,0.0,0.67,0.75,0.83,0.75,0.8,0.86,0.89,0.8
rockbox.csv,0.52,0.46,0.48,0.42,0.69,0.59,0.44,0.45,0.41,0.46,0.58,0.56,0.48,0.45
ta3d.csv,0.47,0.4,0.31,0.45,0.37,0.43,0.53,0.4,0.38,0.48,0.46,0.43,0.38,0.43
xcmetadataservicestoolkit.csv,0.51,0.61,0.39,0.44,0.4,0.5,0.52,0.61,0.38,0.34,0.6,0.5,0.48,0.58
