,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.19,0.95,0.45,0.37,0.72,0.35,0.97,0.37,0.94,0.79,0.27,0.72,0.69,0.52
carabiner.csv,0.15,0.71,0.43,0.31,0.68,0.96,0.96,0.36,0.97,0.7,0.3,0.76,0.75,0.43
elvishrayrenderer.csv,0.09,0.56,0.42,0.27,0.74,0.26,0.94,0.3,0.82,0.78,0.29,0.67,1.0,0.31
fleet-simulator.csv,0.14,0.0,0.37,0.35,0.8,0.31,0.95,0.0,1.0,0.73,0.35,0.74,0.77,0.0
gmerlin.csv,0.17,0.36,0.67,0.4,0.84,0.25,0.94,1.0,0.89,0.74,0.5,0.82,0.56,0.43
gnome-jabber.csv,0.12,0.51,0.49,0.33,0.83,0.31,0.98,0.34,0.88,0.59,0.23,0.68,0.64,0.4
ipfilter.csv,0.19,0.53,0.49,0.33,0.73,0.41,0.94,0.32,0.96,1.0,0.25,0.68,0.65,0.43
irplus.csv,0.18,0.47,0.56,1.0,1.0,0.24,0.92,0.43,1.0,0.84,0.42,0.85,0.74,0.36
mevenide.csv,0.12,0.5,0.52,0.37,0.81,0.18,0.94,0.28,0.81,0.76,1.0,0.7,0.66,0.29
moving-pictures.csv,0.14,0.53,1.0,0.47,0.72,0.29,0.95,0.48,0.73,0.81,0.22,0.66,0.7,0.33
opensim4opencog.csv,1.0,0.0,0.4,0.42,0.88,1.0,1.0,0.25,1.0,0.75,0.29,0.57,0.44,0.4
rockbox.csv,0.17,0.64,0.52,0.33,0.54,0.45,0.94,0.31,1.0,0.73,0.18,0.72,0.71,0.95
ta3d.csv,0.1,0.58,0.49,0.39,0.74,0.31,0.95,0.36,1.0,0.66,0.24,1.0,0.68,0.41
xcmetadataservicestoolkit.csv,0.15,0.42,0.45,0.29,1.0,0.36,0.97,0.32,0.97,0.77,0.26,0.71,0.66,0.33
