,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.53,0.06,0.84,0.77,0.87,0.43,0.4,0.59,0.38,0.58,0.67,0.5,0.67,0.38
carabiner.csv,0.55,0.11,0.81,0.84,0.8,0.02,0.4,0.74,0.12,0.95,0.42,0.44,0.5,0.25
elvishrayrenderer.csv,0.87,0.54,0.97,0.73,0.53,0.73,1.0,0.71,0.88,0.58,0.42,0.88,0.0,0.78
fleet-simulator.csv,0.34,0.0,0.39,0.73,0.2,0.69,1.0,0.0,0.0,0.47,0.27,0.56,0.17,0.0
gmerlin.csv,0.3,0.2,0.13,0.2,0.27,0.18,0.2,0.0,0.25,0.26,0.1,0.19,0.39,0.12
gnome-jabber.csv,0.88,0.91,0.81,0.93,0.47,0.84,0.4,0.89,0.75,0.95,0.78,0.81,0.83,0.88
ipfilter.csv,0.51,0.43,0.74,0.91,0.8,0.51,1.0,0.85,0.25,0.0,0.95,0.75,0.89,0.75
irplus.csv,0.19,0.57,0.26,0.0,0.0,0.25,0.8,0.3,0.0,0.21,0.2,0.19,0.39,0.44
mevenide.csv,0.75,0.57,0.52,0.39,0.33,0.53,0.8,0.71,0.88,0.58,0.0,0.56,0.61,0.53
moving-pictures.csv,0.4,0.77,0.0,0.43,0.47,0.73,0.8,0.18,0.88,0.37,0.66,0.75,0.5,0.81
opensim4opencog.csv,0.0,0.0,0.1,0.16,0.13,0.0,0.0,0.05,0.0,0.05,0.41,0.19,0.28,0.09
rockbox.csv,0.33,0.29,0.42,0.55,0.4,0.24,0.4,0.44,0.0,0.37,0.35,0.31,0.33,0.03
ta3d.csv,0.73,0.63,0.84,0.52,0.67,0.88,0.8,0.7,0.0,0.79,0.89,0.0,0.67,0.69
xcmetadataservicestoolkit.csv,0.57,0.51,0.68,0.73,0.0,0.53,0.2,0.45,0.12,0.58,0.4,0.44,0.56,0.5
