,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.87,0.97,0.75,0.8,0.85,0.55,0.64,0.72,0.93,0.89,0.76,0.6,0.79,0.68
carabiner.csv,0.7,0.26,0.68,0.68,0.65,1.0,0.57,0.88,0.59,0.93,0.55,0.63,0.79,0.32
elvishrayrenderer.csv,0.65,0.62,0.79,0.48,0.57,0.59,0.91,0.62,0.61,0.85,0.52,0.8,1.0,0.58
fleet-simulator.csv,0.39,0.0,0.25,0.68,0.3,0.73,1.0,0.0,1.0,0.52,0.45,0.71,0.29,0.0
gmerlin.csv,0.43,0.1,0.29,0.24,0.52,0.14,0.18,0.94,0.31,0.3,0.31,0.4,0.26,0.16
gnome-jabber.csv,0.83,0.85,0.86,0.8,0.85,0.86,1.0,0.94,0.78,0.57,0.72,0.8,0.79,1.0
ipfilter.csv,0.87,0.44,0.79,0.8,0.82,0.82,0.88,0.81,0.81,1.0,0.97,0.71,0.88,0.95
irplus.csv,0.3,0.46,0.36,0.96,0.38,0.18,0.49,0.47,0.44,0.46,0.45,0.49,0.59,0.42
mevenide.csv,0.7,0.51,0.61,0.4,0.52,0.27,0.72,0.56,0.54,0.76,0.97,0.6,0.62,0.37
moving-pictures.csv,0.48,0.77,0.96,0.68,0.45,0.68,0.89,0.34,0.35,0.63,0.55,0.66,0.62,0.68
opensim4opencog.csv,0.91,0.0,0.07,0.2,0.38,0.05,0.03,0.03,0.11,0.07,0.52,0.11,0.12,0.11
rockbox.csv,0.48,0.46,0.5,0.48,0.18,0.45,0.37,0.41,0.5,0.41,0.24,0.37,0.44,1.0
ta3d.csv,0.61,0.77,0.89,0.6,0.7,0.91,0.89,0.81,0.72,0.63,0.83,1.0,0.74,0.79
xcmetadataservicestoolkit.csv,0.7,0.33,0.61,0.52,1.0,0.68,0.33,0.44,0.67,0.78,0.41,0.49,0.56,0.42
