,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.82,0.39,0.57,0.51,0.27,0.51,0.41,0.39,0.43
bibletime.csv,0.09,0.61,0.7,0.4,0.93,0.92,0.95,0.96,0.29
flexpay.csv,0.55,0.14,0.0,0.26,0.68,0.06,0.58,0.37,0.5
lufa-lib.csv,0.55,0.07,0.31,0.65,0.58,0.43,0.33,0.1,0.21
nullc.csv,0.09,0.92,0.7,0.83,0.22,0.61,0.18,0.92,0.21
pgui.csv,0.64,0.34,0.0,0.17,1.0,0.29,1.0,0.0,0.93
superwaba.csv,0.27,0.23,0.45,0.78,0.47,0.58,0.24,0.61,0.64
sylpheed-claws.csv,1.0,0.4,0.3,0.81,1.0,0.22,1.0,0.86,1.0
xqilla.csv,0.45,0.49,0.07,0.21,0.14,0.3,0.41,0.06,0.14
