,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,1.04,0.65,0.66,0.9,0.7,0.56,0.9,0.73,0.91,0.49,0.84,0.79,0.81
autofac.csv,1.07,0.92,0.32,0.76,0.46,0.9,0.67,0.75,0.79,0.61,0.56,0.65,1.03
coot.csv,1.01,0.96,0.7,0.84,0.86,0.73,1.0,0.96,0.86,0.58,0.44,0.68,0.78
dsworkbench.csv,0.89,0.35,0.94,0.99,0.94,0.84,0.93,1.0,1.0,0.86,0.93,0.83,1.0
emono.csv,1.1,0.88,0.91,0.98,0.92,0.8,0.81,1.13,0.97,0.58,0.69,0.59,0.74
exist.csv,1.04,0.89,0.97,0.83,1.01,0.91,0.35,1.01,1.02,0.62,0.87,0.8,0.58
freelords.csv,0.54,0.82,0.5,0.59,0.54,0.81,0.93,0.52,0.7,0.6,0.92,0.96,0.88
google-collections.csv,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jchassis.csv,0.97,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.09,1.0,1.0,1.0,1.0
jpaul.csv,0.69,0.91,0.61,0.77,0.32,0.9,0.88,0.62,0.26,0.61,0.98,1.0,1.02
neodatis-odb.csv,1.17,0.84,0.76,0.88,1.03,0.41,0.71,0.67,0.97,0.75,0.53,0.83,0.75
octet.csv,0.7,0.67,0.87,0.73,0.76,0.56,0.94,0.34,1.03,0.81,0.7,0.72,0.78
thedata.csv,1.02,0.58,0.82,0.81,0.93,0.7,0.7,0.89,1.11,0.57,0.64,0.66,0.06
