,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.51,0.64,0.56,0.43,0.77,0.76,0.38,0.65,0.55,0.61,0.45,0.56,0.75
autofac.csv,0.53,0.75,0.42,0.5,0.48,0.43,0.4,0.5,0.56,0.44,0.34,0.47,0.94
coot.csv,0.43,0.5,0.73,0.59,0.52,0.62,0.5,0.5,0.58,0.47,0.47,0.64,0.49
dsworkbench.csv,0.89,0.53,0.8,0.0,0.67,0.91,0.95,0.0,0.0,0.96,0.86,0.95,0.0
emono.csv,0.69,0.93,0.51,0.45,0.51,0.55,0.98,0.49,0.52,0.59,0.57,0.58,0.52
exist.csv,0.55,0.4,0.33,0.38,0.46,0.41,0.43,0.46,0.48,0.46,0.46,0.42,0.4
freelords.csv,0.34,0.38,0.42,0.46,0.39,0.46,0.35,0.48,0.58,0.45,0.44,0.44,0.38
google-collections.csv,0.35,0.36,0.32,0.38,0.45,0.4,0.34,0.45,0.5,0.43,0.45,0.43,0.36
jchassis.csv,0.5,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.88,0.0,0.0,0.0,0.0
jpaul.csv,0.68,0.44,0.71,0.95,0.44,0.74,0.97,0.73,0.95,0.68,0.67,0.0,0.91
neodatis-odb.csv,0.67,0.88,0.7,0.94,0.56,0.77,0.84,0.61,0.52,0.86,0.52,0.94,0.83
octet.csv,0.55,0.61,0.41,0.68,0.56,0.61,0.36,0.86,0.67,0.52,0.47,0.62,0.67
thedata.csv,0.41,0.47,0.42,0.51,0.52,0.53,0.5,0.52,0.62,0.45,0.42,0.49,0.88
