,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.82,0.53,0.52,0.81,0.38,0.51,0.69,0.2,0.06,0.59,0.7,0.69,0.08
autofac.csv,0.75,0.15,0.77,0.5,0.57,0.44,0.69,0.17,0.07,0.49,0.67,0.51,0.0
coot.csv,0.91,0.08,0.43,0.66,0.45,0.45,0.0,0.17,0.07,0.51,0.68,0.52,0.11
dsworkbench.csv,0.2,0.8,0.12,0.02,0.1,0.25,0.14,0.0,0.0,0.23,0.13,0.29,0.0
emono.csv,0.69,0.28,0.39,0.76,0.41,0.44,0.31,0.1,0.06,0.54,0.62,0.71,0.12
exist.csv,0.81,0.78,0.64,0.8,0.41,0.54,0.77,0.19,0.03,0.53,0.67,0.76,0.18
freelords.csv,0.87,0.83,0.63,0.68,0.52,0.45,0.71,0.29,0.08,0.57,0.68,0.72,0.08
google-collections.csv,0.9,0.86,0.64,0.85,0.45,0.51,0.72,0.22,0.06,0.54,0.68,0.79,0.11
jchassis.csv,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.0
jpaul.csv,0.48,0.75,0.52,0.38,0.68,0.19,0.22,0.27,0.19,0.49,0.05,0.0,0.0
neodatis-odb.csv,0.55,0.28,0.38,0.23,0.21,0.63,0.44,0.23,0.06,0.35,0.6,0.29,0.2
octet.csv,0.67,0.56,0.49,0.43,0.32,0.51,0.7,0.48,0.0,0.39,0.52,0.58,0.11
thedata.csv,0.86,0.67,0.57,0.66,0.37,0.47,0.62,0.16,0.0,0.52,0.67,0.65,0.67
