,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,0.71,0.38,0.55,0.9,0.53,0.57,0.88,0.57,1.0,0.59,0.95,0.72,0.25
autofac.csv,0.61,0.08,0.83,0.39,0.76,0.73,0.78,0.43,1.0,0.54,0.72,0.38,0.0
coot.csv,0.85,0.04,0.38,0.62,0.88,0.65,0.0,0.71,1.0,0.49,0.65,0.41,0.75
dsworkbench.csv,0.11,0.7,0.07,0.01,0.06,0.16,0.08,0.0,0.0,0.2,0.08,0.19,0.0
emono.csv,0.54,0.18,0.45,0.82,0.82,0.68,0.21,0.43,1.0,0.63,0.7,0.69,0.75
exist.csv,0.7,0.82,1.0,0.86,0.88,1.0,0.74,0.86,0.5,0.66,0.9,0.86,1.0
freelords.csv,0.79,0.9,0.66,0.59,0.76,0.7,0.94,0.71,1.0,0.76,0.95,0.85,0.5
google-collections.csv,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
jchassis.csv,0.02,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0
jpaul.csv,0.31,0.76,0.41,0.24,0.88,0.19,0.14,0.43,1.0,0.41,0.02,0.0,0.0
neodatis-odb.csv,0.39,0.16,0.34,0.14,0.35,0.68,0.34,0.71,1.0,0.27,0.5,0.18,0.25
octet.csv,0.51,0.44,0.62,0.29,0.41,0.49,0.92,0.71,0.0,0.49,0.52,0.52,0.25
thedata.csv,0.78,0.56,0.76,0.62,0.71,0.65,0.65,0.57,0.0,0.54,0.78,0.62,1.0
