,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.24,0.81,0.0,0.33,0.16,0.01,0.5,0.09,0.81,0.46,0.99,0.4,0.53,0.26,1.0,0.73,0.91,0.81,0.69
auber.csv,0.11,0.79,0.0,0.4,0.24,0.0,0.68,0.04,0.81,0.39,0.19,0.43,0.99,0.38,0.97,0.49,0.68,0.73,0.61
cortex-vfx.csv,0.23,0.85,0.0,0.0,0.09,0.0,0.54,0.16,0.82,0.38,0.53,0.24,0.58,1.0,1.0,0.61,0.8,1.0,0.37
empserver.csv,0.13,0.78,0.0,0.32,0.25,0.0,1.0,0.26,0.8,0.32,0.26,0.35,0.55,0.24,0.96,0.46,0.61,0.79,0.38
flylegacy.csv,0.11,0.98,0.0,0.37,0.15,0.0,1.0,0.19,0.77,0.3,0.34,0.32,0.6,0.26,1.0,0.53,0.56,0.72,0.5
galaxium.csv,0.19,0.83,0.02,0.1,0.24,0.0,0.4,0.17,0.77,0.5,0.57,0.95,0.43,0.2,1.0,0.67,0.71,0.8,0.69
growl-for-windows.csv,0.13,0.8,0.01,0.25,0.18,0.01,0.53,0.21,0.87,0.46,0.42,0.37,0.62,0.28,1.0,0.56,1.0,0.72,0.56
k3d.csv,0.19,0.81,0.0,0.1,1.0,0.01,0.52,0.22,0.9,0.2,0.37,0.5,0.6,0.1,1.0,0.44,0.25,0.71,0.42
libarchive.csv,0.22,0.77,0.01,0.36,0.22,0.01,0.48,0.18,0.89,0.47,0.48,0.45,0.63,0.27,1.0,0.68,0.79,0.69,1.0
linux-ntfs.csv,0.17,0.77,0.0,0.36,0.12,0.01,0.58,0.13,0.86,0.37,0.42,0.32,0.72,0.32,0.95,0.96,0.78,0.78,0.75
m-a-d-n-e-s-s.csv,0.26,0.83,0.0,0.4,0.12,0.01,0.6,0.13,0.76,1.0,0.46,0.32,0.59,0.23,0.97,0.53,0.79,0.84,0.88
novembre.csv,0.24,0.73,0.0,1.0,0.33,0.01,0.0,0.07,0.78,0.83,0.42,0.19,0.76,0.42,0.9,0.0,0.75,1.0,0.0
qtwin.csv,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.18,0.76,0.0,0.3,0.11,0.0,0.53,0.21,1.0,0.37,0.29,0.4,0.53,0.28,1.0,0.54,0.74,0.75,0.7
tweetsharp.csv,0.1,0.72,0.0,0.31,0.13,0.0,0.54,0.18,0.79,0.26,0.28,0.32,0.58,0.19,0.97,0.46,0.61,1.0,0.39
unladen-swallow.csv,0.78,0.74,0.0,0.24,0.11,0.0,0.49,0.23,0.72,0.28,0.2,0.17,0.54,0.5,0.98,0.62,0.64,0.67,0.42
wishmaster.csv,0.16,0.8,0.0,0.23,0.03,0.0,0.41,1.0,0.5,0.2,0.35,0.31,0.18,0.13,0.97,0.57,0.7,0.64,0.41
